date	away_team	home_team	total_runs	predicted_total	prediction_std	high_tail_prob_9p5	low_tail_prob_7p5	date_str	close_total_line	num_books	line_source	snapshot_ts	requested_snapshot_ts	commence_time	pinnacle_line	draftkings_line	fanduel_line	betmgm_line	actual_total	entry_total_line	hours_to_first_pitch	market_adjusted_total	market_adjustment_method	market_shrink_fraction	p_over	p_under	edge	abs_edge	confidence	bet	actual_over_entry	bet_won_entry	closing_total_line	open_total_line	closing_line_source	closing_num_books	closing_snapshot_ts	closing_commence_time	selection_reason	close_move	clv_runs	beat_close	matched_closing_line	actual_over_close	evaluation_month
2025-04-02	Atlanta Braves	Los Angeles Dodgers	11	8.333123488339577	4.328388	0.3805749746835123	0.41495455189307834	2025-04-02	7.5	4	oddsapi_snapshot	2025-04-02 00:55:39+00:00	2025-04-02 01:00:00+00:00	2025-04-02 02:10:00+00:00	7.5	7.5	7.5	7.5	11	7.5	1.2391666666666667	6.266100945095714	edge_model	0.0	0.3877947764347899	0.6122052235652101	-1.2338990549042856	1.2338990549042856	0.6122052235652101	UNDER	True	False	7.5		oddsapi	4.0	2025-04-02 00:55:39+00:00	2025-04-02 02:10:00+00:00	closest_before_60m_conf_0.53_edge_0.50	0.0	0.0	False	True	1.0	2025-04
2025-04-02	Cleveland Guardians	San Diego Padres	7	7.377455218128796	4.3290915	0.3805749746835123	0.4139496846373906	2025-04-02	7.5	4	oddsapi_snapshot	2025-04-02 18:55:39+00:00	2025-04-02 19:00:00+00:00	2025-04-02 20:10:00+00:00	7.5	7.5	7.5	7.5	7	7.5	1.2391666666666667	6.265900444560093	edge_model	0.0	0.3877947764347899	0.6122052235652101	-1.234099555439907	1.234099555439907	0.6122052235652101	UNDER	False	True	7.5		oddsapi	4.0	2025-04-02 00:55:39+00:00	2025-04-02 01:40:00+00:00	closest_before_60m_conf_0.53_edge_0.50	0.0	0.0	False	True	0.0	2025-04
2025-04-02	Los Angeles Angels	St. Louis Cardinals	17	9.01610434521445	4.3290915	0.37795599129556523	0.41464659257491737	2025-04-02	8.5	4	oddsapi_snapshot	2025-04-02 15:55:39+00:00	2025-04-02 16:00:00+00:00	2025-04-02 17:15:00+00:00	8.5	8.5	8.5	8.5	17	8.5	1.3225	7.265900444560093	edge_model	0.0	0.3877947764347899	0.6122052235652101	-1.234099555439907	1.234099555439907	0.6122052235652101	UNDER	True	False	8.5		oddsapi	4.0	2025-04-02 15:55:39+00:00	2025-04-02 17:15:00+00:00	closest_before_60m_conf_0.53_edge_0.50	0.0	0.0	False	True	1.0	2025-04
2025-04-02	New York Mets	Miami Marlins	11	9.812467594823218	4.1703687	0.3998490604436289	0.41464659257491737	2025-04-02	8.5	4	oddsapi_snapshot	2025-04-02 18:55:39+00:00	2025-04-02 19:00:00+00:00	2025-04-02 20:40:00+00:00	9.0	8.5	8.5	8.5	11	8.5	1.7391666666666667	9.744251065574877	edge_model	0.0	0.6172839506172839	0.3827160493827161	1.2442510655748773	1.2442510655748773	0.6172839506172839	OVER	True	True	8.5		oddsapi	4.0	2025-04-02 18:55:39+00:00	2025-04-02 20:40:00+00:00	closest_before_60m_conf_0.53_edge_0.50	0.0	0.0	False	True	1.0	2025-04
2025-04-02	Texas Rangers	Cincinnati Reds	1	8.466955444903306	4.3290915	0.3805749746835123	0.41464659257491737	2025-04-02	8.5	4	oddsapi_snapshot	2025-04-02 12:55:39+00:00	2025-04-02 13:00:00+00:00	2025-04-02 16:40:00+00:00	8.5	8.5	8.5	8.5	1	8.5	3.7391666666666667	7.265900444560093	edge_model	0.0	0.3877947764347899	0.6122052235652101	-1.234099555439907	1.234099555439907	0.6122052235652101	UNDER	False	True	8.5		oddsapi	4.0	2025-04-02 15:55:39+00:00	2025-04-02 16:40:00+00:00	closest_before_60m_conf_0.53_edge_0.50	0.0	0.0	False	True	0.0	2025-04
2025-04-02	Washington Nationals	Toronto Blue Jays	6	7.550240776476007	4.3290915	0.3761056545054804	0.41464659257491737	2025-04-02	8.5	4	oddsapi_snapshot	2025-04-02 15:55:39+00:00	2025-04-02 16:00:00+00:00	2025-04-02 19:07:00+00:00	8.5	8.5	8.5	8.0	6	8.5	3.1891666666666665	7.239559344636671	edge_model	0.0	0.3854660347551343	0.6145339652448657	-1.260440655363329	1.260440655363329	0.6145339652448657	UNDER	False	True	8.5		oddsapi	4.0	2025-04-02 18:55:39+00:00	2025-04-02 19:07:00+00:00	closest_before_60m_conf_0.53_edge_0.50	0.0	0.0	False	True	0.0	2025-04
2025-04-03	Arizona Diamondbacks	New York Yankees	16	10.438480051898678	4.115067	0.38241438892244206	0.41464659257491737	2025-04-03	9.5	4	oddsapi_snapshot	2025-04-03 21:55:39+00:00	2025-04-03 22:00:00+00:00	2025-04-03 23:05:00+00:00	9.5	9.5	9.5	9.5	16	9.5	1.1558333333333333	8.326912689583205	edge_model	0.0	0.3877947764347899	0.6122052235652101	-1.1730873104167951	1.1730873104167951	0.6122052235652101	UNDER	True	False	9.5		oddsapi	4.0	2025-04-03 21:55:39+00:00	2025-04-03 23:05:00+00:00	closest_before_60m_conf_0.53_edge_0.50	0.0	0.0	False	True	1.0	2025-04
2025-04-03	Boston Red Sox	Baltimore Orioles	12	9.61082414346657	4.3290915	0.38399112549184666	0.41464659257491737	2025-04-03	9.5	4	oddsapi_snapshot	2025-04-03 15:55:38+00:00	2025-04-03 16:00:00+00:00	2025-04-03 17:05:00+00:00	9.5	9.5	9.5	9.5	12	9.5	1.156111111111111	8.265900444560094	edge_model	0.0	0.3877947764347899	0.6122052235652101	-1.2340995554399061	1.2340995554399061	0.6122052235652101	UNDER	True	False	9.5		oddsapi	4.0	2025-04-03 15:55:38+00:00	2025-04-03 17:05:00+00:00	closest_before_60m_conf_0.53_edge_0.50	0.0	0.0	False	True	1.0	2025-04
2025-04-04	Chicago White Sox	Detroit Tigers	11	7.607866447157342	4.3290915	0.3822259041345011	0.42579361184199954	2025-04-04	7.0	4	oddsapi_snapshot	2025-04-04 15:55:39+00:00	2025-04-04 16:00:00+00:00	2025-04-04 17:10:00+00:00	7.0	7.0	7.0	7.0	11	7.0	1.2391666666666667	5.765900444560093	edge_model	0.0	0.3877947764347899	0.6122052235652101	-1.234099555439907	1.234099555439907	0.6122052235652101	UNDER	True	False	7.0		oddsapi	4.0	2025-04-04 15:55:39+00:00	2025-04-04 17:10:00+00:00	closest_before_60m_conf_0.53_edge_0.50	0.0	0.0	False	True	1.0	2025-04
2025-04-04	Miami Marlins	Atlanta Braves	10	8.283228440414163	4.3290915	0.3805749746835123	0.41081526263316775	2025-04-04	7.5	4	oddsapi_snapshot	2025-04-04 21:55:39+00:00	2025-04-04 22:00:00+00:00	2025-04-04 23:15:00+00:00	7.5	7.5	7.5	7.5	10	7.5	1.3225	6.265900444560093	edge_model	0.0	0.3877947764347899	0.6122052235652101	-1.234099555439907	1.234099555439907	0.6122052235652101	UNDER	True	False	7.5		oddsapi	4.0	2025-04-04 21:55:39+00:00	2025-04-04 23:15:00+00:00	closest_before_60m_conf_0.53_edge_0.50	0.0	0.0	False	True	1.0	2025-04
