min_kalshi_edge_pct	min_kalshi_confidence_pct	kelly_fraction	max_bet_pct	bets_placed	wins	losses	win_rate_pct	roi_pct	total_pnl	avg_edge_pct	avg_bet_amount	final_bankroll	bankroll_return_pct	max_drawdown_pct
4.0	55.0	0.1	2.0	101	61	40	60.4	22.93	4264.04	10.27	184.08	14264.02	42.64	-10.29
6.0	0.0	0.15	2.0	98	58	40	59.2	22.58	4401.44	11.05	198.87	14401.39	44.01	-10.77
6.0	52.0	0.15	2.0	98	58	40	59.2	22.58	4401.44	11.05	198.87	14401.39	44.01	-10.77
6.0	0.0	0.1	3.0	98	58	40	59.2	22.54	5425.57	11.05	245.66	15425.57	54.26	-11.46
6.0	52.0	0.1	3.0	98	58	40	59.2	22.54	5425.57	11.05	245.66	15425.57	54.26	-11.46
6.0	0.0	0.25	5.0	98	58	40	59.2	22.39	10311.86	11.05	470.03	20311.82	103.12	-19.12
6.0	52.0	0.25	5.0	98	58	40	59.2	22.39	10311.86	11.05	470.03	20311.82	103.12	-19.12
6.0	0.0	0.15	3.0	98	58	40	59.2	22.39	6189.32	11.05	282.04	16189.29	61.89	-13.69
6.0	52.0	0.15	3.0	98	58	40	59.2	22.39	6189.32	11.05	282.04	16189.29	61.89	-13.69
6.0	0.0	0.1	2.0	98	58	40	59.2	22.39	4125.4	11.05	188.02	14125.37	41.25	-10.11
6.0	52.0	0.1	2.0	98	58	40	59.2	22.39	4125.4	11.05	188.02	14125.37	41.25	-10.11
6.0	0.0	0.25	3.0	98	58	40	59.2	22.27	6545.2	11.05	299.84	16545.16	65.45	-14.63
6.0	52.0	0.25	3.0	98	58	40	59.2	22.27	6545.2	11.05	299.84	16545.16	65.45	-14.63
2.0	0.0	0.05	3.0	134	75	59	56.0	22.22	3346.25	8.18	112.4	13346.24	33.46	-6.68
6.0	0.0	0.25	2.0	98	58	40	59.2	22.21	4352.82	11.05	200.0	14352.77	43.53	-10.85
6.0	52.0	0.25	2.0	98	58	40	59.2	22.21	4352.82	11.05	200.0	14352.77	43.53	-10.85
0.0	0.0	0.05	3.0	147	81	66	55.1	21.86	3320.49	7.49	103.32	13320.49	33.2	-6.69
2.0	0.0	0.1	5.0	134	75	59	56.0	21.75	6504.04	8.18	223.13	16504.07	65.04	-11.47
2.0	0.0	0.05	2.0	134	75	59	56.0	21.7	3152.46	8.18	108.4	13152.45	31.52	-6.77
2.0	0.0	0.15	5.0	134	75	59	56.0	21.42	8924.91	8.18	310.97	18924.86	89.25	-14.86
0.0	0.0	0.1	5.0	147	81	66	55.1	21.4	6452.65	7.49	205.13	16452.67	64.53	-11.49
0.0	0.0	0.05	2.0	147	81	66	55.1	21.34	3126.7	7.49	99.68	13126.7	31.27	-6.78
0.0	60.0	0.05	3.0	71	41	30	57.7	21.21	2418.53	12.58	160.59	12418.53	24.19	-5.76
2.0	60.0	0.05	3.0	71	41	30	57.7	21.21	2418.53	12.58	160.59	12418.53	24.19	-5.76
4.0	60.0	0.05	3.0	71	41	30	57.7	21.21	2418.53	12.58	160.59	12418.53	24.19	-5.76
0.0	0.0	0.15	5.0	147	81	66	55.1	21.03	8844.9	7.49	286.07	18844.86	88.45	-14.9
2.0	0.0	0.1	3.0	134	75	59	56.0	20.92	5617.9	8.18	200.43	15617.91	56.18	-11.27
6.0	60.0	0.05	3.0	70	40	30	57.1	20.87	2366.17	12.84	161.97	12366.17	23.66	-5.76
0.0	60.0	0.1	5.0	71	41	30	57.7	20.55	4642.15	12.58	318.1	14642.15	46.42	-10.2
2.0	60.0	0.1	5.0	71	41	30	57.7	20.55	4642.15	12.58	318.1	14642.15	46.42	-10.2
4.0	60.0	0.1	5.0	71	41	30	57.7	20.55	4642.15	12.58	318.1	14642.15	46.42	-10.2
0.0	0.0	0.1	3.0	147	81	66	55.1	20.53	5566.51	7.49	184.44	15566.52	55.67	-11.3
0.0	60.0	0.05	2.0	71	41	30	57.7	20.47	2224.74	12.58	153.06	12224.74	22.25	-5.83
2.0	60.0	0.05	2.0	71	41	30	57.7	20.47	2224.74	12.58	153.06	12224.74	22.25	-5.83
4.0	60.0	0.05	2.0	71	41	30	57.7	20.47	2224.74	12.58	153.06	12224.74	22.25	-5.83
2.0	0.0	0.1	2.0	134	75	59	56.0	20.36	4317.73	8.18	158.28	14317.71	43.18	-9.93
2.0	0.0	0.25	5.0	134	75	59	56.0	20.35	10790.41	8.18	395.66	20790.38	107.9	-18.5
2.0	0.0	0.15	3.0	134	75	59	56.0	20.35	6472.56	8.18	237.41	16472.52	64.73	-13.38
6.0	60.0	0.1	5.0	70	40	30	57.1	20.2	4537.42	12.84	320.81	14537.43	45.37	-10.2
6.0	60.0	0.05	2.0	70	40	30	57.1	20.11	2172.38	12.84	154.33	12172.38	21.72	-5.83
0.0	60.0	0.15	5.0	71	41	30	57.7	19.99	6137.36	12.58	432.37	16137.31	61.37	-13.46
2.0	60.0	0.15	5.0	71	41	30	57.7	19.99	6137.36	12.58	432.37	16137.31	61.37	-13.46
4.0	60.0	0.15	5.0	71	41	30	57.7	19.99	6137.36	12.58	432.37	16137.31	61.37	-13.46
0.0	0.0	0.1	2.0	147	81	66	55.1	19.88	4266.34	7.49	146.01	14266.31	42.66	-9.96
0.0	0.0	0.25	5.0	147	81	66	55.1	19.87	10659.06	7.49	364.98	20659.03	106.59	-18.58
0.0	0.0	0.15	3.0	147	81	66	55.1	19.86	6392.55	7.49	219.01	16392.52	63.93	-13.42
2.0	0.0	0.15	2.0	134	75	59	56.0	19.8	4684.68	8.18	176.58	14684.61	46.85	-10.49
6.0	60.0	0.15	5.0	70	40	30	57.1	19.6	5980.27	12.84	435.8	15980.22	59.8	-13.46
2.0	0.0	0.25	3.0	134	75	59	56.0	19.27	6997.16	8.18	270.95	16997.14	69.97	-14.08
0.0	60.0	0.1	3.0	71	41	30	57.7	19.22	3756.01	12.58	275.25	13756.0	37.56	-10.35
2.0	60.0	0.1	3.0	71	41	30	57.7	19.22	3756.01	12.58	275.25	13756.0	37.56	-10.35
4.0	60.0	0.1	3.0	71	41	30	57.7	19.22	3756.01	12.58	275.25	13756.0	37.56	-10.35
0.0	0.0	0.15	2.0	147	81	66	55.1	19.15	4604.67	7.49	163.56	14604.62	46.05	-10.53
0.0	60.0	0.25	3.0	71	41	30	57.7	18.99	4044.56	12.58	300.0	14044.54	40.45	-11.52
2.0	60.0	0.25	3.0	71	41	30	57.7	18.99	4044.56	12.58	300.0	14044.54	40.45	-11.52
4.0	60.0	0.25	3.0	71	41	30	57.7	18.99	4044.56	12.58	300.0	14044.54	40.45	-11.52
0.0	60.0	0.25	2.0	71	41	30	57.7	18.99	2696.4	12.58	200.0	12696.36	26.96	-8.32
2.0	60.0	0.25	2.0	71	41	30	57.7	18.99	2696.4	12.58	200.0	12696.36	26.96	-8.32
4.0	60.0	0.25	2.0	71	41	30	57.7	18.99	2696.4	12.58	200.0	12696.36	26.96	-8.32
0.0	60.0	0.15	2.0	71	41	30	57.7	18.95	2689.85	12.58	199.89	12689.81	26.9	-8.32
2.0	60.0	0.15	2.0	71	41	30	57.7	18.95	2689.85	12.58	199.89	12689.81	26.9	-8.32
4.0	60.0	0.15	2.0	71	41	30	57.7	18.95	2689.85	12.58	199.89	12689.81	26.9	-8.32
6.0	60.0	0.1	3.0	70	40	30	57.1	18.81	3651.28	12.84	277.36	13651.27	36.51	-10.35
0.0	0.0	0.25	3.0	147	81	66	55.1	18.59	6865.81	7.49	251.3	16865.79	68.66	-14.15
0.0	60.0	0.1	2.0	71	41	30	57.7	18.33	2574.54	12.58	197.86	12574.5	25.75	-8.49
2.0	60.0	0.1	2.0	71	41	30	57.7	18.33	2574.54	12.58	197.86	12574.5	25.75	-8.49
4.0	60.0	0.1	2.0	71	41	30	57.7	18.33	2574.54	12.58	197.86	12574.5	25.75	-8.49
0.0	60.0	0.25	5.0	71	41	30	57.7	18.32	6435.42	12.58	494.63	16435.37	64.35	-17.02
2.0	60.0	0.25	5.0	71	41	30	57.7	18.32	6435.42	12.58	494.63	16435.37	64.35	-17.02
4.0	60.0	0.25	5.0	71	41	30	57.7	18.32	6435.42	12.58	494.63	16435.37	64.35	-17.02
0.0	60.0	0.15	3.0	71	41	30	57.7	18.32	3860.89	12.58	296.77	13860.87	38.61	-11.77
2.0	60.0	0.15	3.0	71	41	30	57.7	18.32	3860.89	12.58	296.77	13860.87	38.61	-11.77
4.0	60.0	0.15	3.0	71	41	30	57.7	18.32	3860.89	12.58	296.77	13860.87	38.61	-11.77
6.0	60.0	0.25	3.0	70	40	30	57.1	18.09	3799.11	12.84	300.0	13799.08	37.99	-11.52
6.0	60.0	0.15	2.0	70	40	30	57.1	18.09	2532.76	12.84	200.0	12532.72	25.33	-8.32
6.0	60.0	0.25	2.0	70	40	30	57.1	18.09	2532.76	12.84	200.0	12532.72	25.33	-8.32
6.0	60.0	0.25	5.0	70	40	30	57.1	17.74	6173.6	12.84	497.13	16173.55	61.74	-17.02
6.0	60.0	0.15	3.0	70	40	30	57.1	17.74	3703.8	12.84	298.27	13703.77	37.04	-11.77
6.0	60.0	0.1	2.0	70	40	30	57.1	17.74	2469.81	12.84	198.86	12469.77	24.7	-8.49
2.0	0.0	0.25	2.0	134	75	59	56.0	17.3	4462.27	8.18	192.48	14462.21	44.62	-10.51
0.0	0.0	0.25	2.0	147	81	66	55.1	16.39	4330.92	7.49	179.77	14330.86	43.31	-10.57
