season	halflife	window_days	min_games	l2_penalty	games	coverage	mae	rmse	mean_total_error	calibration_abs_error_8_5
2025	90.0	540	50	0.05	2428	1.0	3.6297915980230644	4.587157482780449	-0.07650906095551896	0.06838024266917449
2025	90.0	365	50	0.01	2428	1.0	3.63318410214168	4.59232484664543	-0.0772351729818781	0.07012042109467598
2025	60.0	540	50	0.01	2428	1.0	3.6382751235584845	4.6043881942477265	-0.07117051070840197	0.07417392887252125
2025	60.0	365	100	0.05	2428	1.0	3.639202635914333	4.606049804941466	-0.07138962108731464	0.07833621062564952
2025	45.0	365	50	0.01	2428	1.0	3.650133855024712	4.625230057370975	-0.05906548599670512	0.08324077349171917
2025	45.0	240	50	0.01	2428	1.0	3.6576754530477755	4.639272592175847	-0.06302553542009882	0.0826608199151668
