date	season	away_team_sbro	home_team_sbro	away_team	home_team	away_score	home_score	actual_total	open_total_line	close_total_line	close_total_odds
2021-04-01	2021	PIT	CUB	Pittsburgh Pirates	Chicago Cubs	5	3	8	7.0	6.5	-115
2021-04-01	2021	ATL	PHI	Atlanta Braves	Philadelphia Phillies	2	3	5	7.5	7.5	100
2021-04-01	2021	ARI	SDG	Arizona Diamondbacks	San Diego Padres	7	8	15	8.0	8.5	100
2021-04-01	2021	LAD	COL	Los Angeles Dodgers	Colorado Rockies	5	8	13	11.5	10.5	-115
2021-04-01	2021	STL	CIN	St. Louis Cardinals	Cincinnati Reds	11	6	17	7.5	7.0	-120
2021-04-01	2021	TOR	NYY	Toronto Blue Jays	New York Yankees	3	2	5	8.0	8.0	100
2021-04-01	2021	CLE	DET	Cleveland Guardians	Detroit Tigers	2	3	5	7.5	7.5	100
2021-04-01	2021	TEX	KAN	Texas Rangers	Kansas City Royals	10	14	24	9.5	8.5	100
2021-04-01	2021	CWS	LAA	Chicago White Sox	Los Angeles Angels	3	4	7	8.5	8.0	-110
2021-04-01	2021	HOU	OAK	Houston Astros	Athletics	8	1	9	8.5	8.0	-120
2021-04-01	2021	MIN	MIL	Minnesota Twins	Milwaukee Brewers	5	6	11	8.0	7.5	-105
2021-04-01	2021	TAM	MIA	Tampa Bay Rays	Miami Marlins	1	0	1	8.0	7.0	-120
2021-04-01	2021	SFO	SEA	SFO	Seattle Mariners	7	8	15	8.5	8.0	-105
2021-04-02	2021	LAD	COL	Los Angeles Dodgers	Colorado Rockies	11	6	17	11.0	12.0	-105
2021-04-02	2021	ARI	SDG	Arizona Diamondbacks	San Diego Padres	2	4	6	8.5	8.0	-105
2021-04-02	2021	CWS	LAA	Chicago White Sox	Los Angeles Angels	12	8	20	8.5	8.5	-115
2021-04-02	2021	HOU	OAK	Houston Astros	Athletics	9	5	14	8.5	8.5	-105
2021-04-02	2021	TAM	MIA	Tampa Bay Rays	Miami Marlins	6	4	10	7.5	7.5	105
2021-04-02	2021	SFO	SEA	SFO	Seattle Mariners	6	3	9	8.5	8.5	-105
2021-04-02	2021	BAL	BOS	Baltimore Orioles	Boston Red Sox	3	0	3	9.0	9.0	-110
2021-04-03	2021	PIT	CUB	Pittsburgh Pirates	Chicago Cubs	1	5	6	11.0	11.0	-115
2021-04-03	2021	ATL	PHI	Atlanta Braves	Philadelphia Phillies	0	4	4	8.5	7.5	-120
2021-04-03	2021	STL	CIN	St. Louis Cardinals	Cincinnati Reds	6	9	15	9.0	9.0	-105
2021-04-03	2021	LAD	COL	Los Angeles Dodgers	Colorado Rockies	6	5	11	11.5	11.5	-115
2021-04-03	2021	ARI	SDG	Arizona Diamondbacks	San Diego Padres	0	7	7	8.5	8.5	-115
2021-04-03	2021	TOR	NYY	Toronto Blue Jays	New York Yankees	3	5	8	9.0	9.0	-125
2021-04-03	2021	CLE	DET	Cleveland Guardians	Detroit Tigers	2	5	7	8.5	8.0	-115
2021-04-03	2021	BAL	BOS	Baltimore Orioles	Boston Red Sox	4	2	6	10.5	10.0	-105
2021-04-03	2021	TEX	KAN	Texas Rangers	Kansas City Royals	4	11	15	9.5	9.0	-120
2021-04-03	2021	HOU	OAK	Houston Astros	Athletics	9	1	10	9.0	9.0	100
2021-04-03	2021	CWS	LAA	Chicago White Sox	Los Angeles Angels	3	5	8	8.5	9.0	-110
2021-04-03	2021	TAM	MIA	Tampa Bay Rays	Miami Marlins	7	12	19	8.0	7.5	-120
2021-04-03	2021	MIN	MIL	Minnesota Twins	Milwaukee Brewers	2	0	2	8.0	7.5	100
2021-04-03	2021	SFO	SEA	SFO	Seattle Mariners	0	4	4	9.0	9.0	100
2021-04-04	2021	ATL	PHI	Atlanta Braves	Philadelphia Phillies	1	2	3	8.5	8.5	-110
2021-04-04	2021	STL	CIN	St. Louis Cardinals	Cincinnati Reds	1	12	13	9.5	9.5	-120
2021-04-04	2021	PIT	CUB	Pittsburgh Pirates	Chicago Cubs	3	4	7	8.5	8.5	-105
2021-04-04	2021	LAD	COL	Los Angeles Dodgers	Colorado Rockies	4	2	6	12.0	12.0	-105
2021-04-04	2021	ARI	SDG	Arizona Diamondbacks	San Diego Padres	3	1	4	9.5	9.0	-110
2021-04-04	2021	TOR	NYY	Toronto Blue Jays	New York Yankees	3	1	4	9.5	9.5	-110
2021-04-04	2021	CLE	DET	Cleveland Guardians	Detroit Tigers	9	3	12	8.5	8.0	100
2021-04-04	2021	BAL	BOS	Baltimore Orioles	Boston Red Sox	11	3	14	10.0	9.5	-110
2021-04-04	2021	TEX	KAN	Texas Rangers	Kansas City Royals	7	3	10	9.5	10.0	-110
2021-04-04	2021	HOU	OAK	Houston Astros	Athletics	9	2	11	8.5	8.5	-110
2021-04-04	2021	CWS	LAA	Chicago White Sox	Los Angeles Angels	4	7	11	9.0	9.5	100
2021-04-04	2021	MIN	MIL	Minnesota Twins	Milwaukee Brewers	8	2	10	8.5	8.0	-115
2021-04-05	2021	STL	MIA	St. Louis Cardinals	Miami Marlins	4	1	5	8.0	8.0	-120
2021-04-05	2021	PIT	CIN	Pittsburgh Pirates	Cincinnati Reds	3	5	8	9.0	9.0	-110
2021-04-05	2021	NYM	PHI	New York Mets	Philadelphia Phillies	3	5	8	7.5	7.5	-105
2021-04-05	2021	MIL	CUB	Milwaukee Brewers	Chicago Cubs	3	5	8	9.5	9.5	-110
2021-04-05	2021	SFO	SDG	SFO	San Diego Padres	3	2	5	8.5	8.0	-110
2021-04-05	2021	MIN	DET	Minnesota Twins	Detroit Tigers	15	6	21	8.5	9.0	-105
2021-04-05	2021	TOR	TEX	Toronto Blue Jays	Texas Rangers	6	2	8	10.0	9.5	100
2021-04-05	2021	KAN	CLE	Kansas City Royals	Cleveland Guardians	3	0	3	8.0	9.0	-105
2021-04-05	2021	BAL	NYY	Baltimore Orioles	New York Yankees	0	7	7	9.5	10.0	100
2021-04-05	2021	TAM	BOS	Tampa Bay Rays	Boston Red Sox	2	11	13	9.5	9.5	-110
2021-04-05	2021	HOU	LAA	Houston Astros	Los Angeles Angels	6	7	13	9.0	10.0	-105
2021-04-05	2021	CWS	SEA	Chicago White Sox	Seattle Mariners	6	0	6	9.0	8.0	-115
2021-04-05	2021	LAD	OAK	Los Angeles Dodgers	Athletics	10	3	13	9.0	8.5	-120
2021-04-06	2021	ATL	WAS	Atlanta Braves	Washington Nationals	5	6	11	8.0	7.5	-115
2021-04-06	2021	STL	MIA	St. Louis Cardinals	Miami Marlins	4	2	6	8.0	7.5	-105
2021-04-06	2021	PIT	CIN	Pittsburgh Pirates	Cincinnati Reds	1	14	15	9.0	9.0	-115
2021-04-06	2021	NYM	PHI	New York Mets	Philadelphia Phillies	8	4	12	9.0	9.0	-110
2021-04-06	2021	MIL	CUB	Milwaukee Brewers	Chicago Cubs	4	0	4	9.5	9.0	-115
2021-04-06	2021	ARI	COL	Arizona Diamondbacks	Colorado Rockies	10	8	18	11.0	10.5	100
2021-04-06	2021	SFO	SDG	SFO	San Diego Padres	1	3	4	8.0	8.0	-105
2021-04-06	2021	MIN	DET	Minnesota Twins	Detroit Tigers	3	4	7	9.0	9.0	-115
2021-04-06	2021	HOU	LAA	Houston Astros	Los Angeles Angels	4	2	6	9.0	9.0	105
2021-04-06	2021	BAL	NYY	Baltimore Orioles	New York Yankees	2	7	9	8.5	8.0	-110
2021-04-06	2021	TAM	BOS	Tampa Bay Rays	Boston Red Sox	5	6	11	9.0	9.0	100
2021-04-06	2021	TOR	TEX	Toronto Blue Jays	Texas Rangers	4	7	11	9.5	9.5	-115
2021-04-06	2021	CWS	SEA	Chicago White Sox	Seattle Mariners	10	4	14	7.5	7.0	-105
2021-04-06	2021	LAD	OAK	Los Angeles Dodgers	Athletics	5	1	6	8.0	8.5	-105
2021-04-07	2021	PIT	CIN	Pittsburgh Pirates	Cincinnati Reds	4	11	15	8.5	8.0	-120
2021-04-07	2021	MIL	CUB	Milwaukee Brewers	Chicago Cubs	4	2	6	9.0	9.0	-105
2021-04-07	2021	ATL	WAS	Atlanta Braves	Washington Nationals	7	6	13	6.5	6.5	-125
2021-04-07	2021	NYM	PHI	New York Mets	Philadelphia Phillies	2	8	10	8.0	8.0	-120
2021-04-07	2021	STL	MIA	St. Louis Cardinals	Miami Marlins	7	0	7	7.5	7.0	-120
2021-04-07	2021	SFO	SDG	SFO	San Diego Padres	3	2	5	8.0	7.5	100
2021-04-07	2021	ARI	COL	Arizona Diamondbacks	Colorado Rockies	0	8	8	11.5	11.5	-120
2021-04-07	2021	MIN	DET	Minnesota Twins	Detroit Tigers	3	2	5	8.0	8.5	-105
2021-04-07	2021	TAM	BOS	Tampa Bay Rays	Boston Red Sox	2	9	11	9.0	8.5	-110
2021-04-07	2021	KAN	CLE	Kansas City Royals	Cleveland Guardians	2	4	6	8.0	8.0	-105
2021-04-07	2021	TOR	TEX	Toronto Blue Jays	Texas Rangers	1	2	3	9.0	8.5	-115
2021-04-07	2021	CWS	SEA	Chicago White Sox	Seattle Mariners	4	8	12	8.5	8.5	100
2021-04-07	2021	BAL	NYY	Baltimore Orioles	New York Yankees	4	3	7	9.0	9.0	100
2021-04-07	2021	LAD	OAK	Los Angeles Dodgers	Athletics	3	4	7	8.5	8.0	-110
2021-04-07	2021	ATL	WAS	Atlanta Braves	Washington Nationals	2	0	2	6.5	6.5	-120
2021-04-08	2021	MIA	NYM	Miami Marlins	New York Mets	2	3	5	8.5	8.5	-120
2021-04-08	2021	CUB	PIT	Chicago Cubs	Pittsburgh Pirates	4	2	6	8.5	8.5	-110
2021-04-08	2021	ARI	COL	Arizona Diamondbacks	Colorado Rockies	3	7	10	12.0	11.0	-115
2021-04-08	2021	MIL	STL	Milwaukee Brewers	St. Louis Cardinals	1	3	4	8.0	7.5	105
2021-04-08	2021	BOS	BAL	Boston Red Sox	Baltimore Orioles	7	3	10	9.5	9.0	-110
2021-04-08	2021	SEA	MIN	Seattle Mariners	Minnesota Twins	2	10	12	8.0	8.0	-110
2021-04-08	2021	KAN	CWS	Kansas City Royals	Chicago White Sox	0	6	6	9.0	8.0	-120
2021-04-08	2021	LAA	TOR	Los Angeles Angels	Toronto Blue Jays	7	5	12	9.5	10.0	-120
2021-04-08	2021	OAK	HOU	Athletics	Houston Astros	2	6	8	9.5	10.0	-115
2021-04-09	2021	COL	SFO	Colorado Rockies	SFO	1	3	4	8.5	8.5	-110
2021-04-09	2021	WAS	LAD	Washington Nationals	Los Angeles Dodgers	0	1	1	8.5	8.5	-115
2021-04-09	2021	PHI	ATL	Philadelphia Phillies	Atlanta Braves	1	8	9	8.5	7.5	-115
2021-04-09	2021	CIN	ARI	Cincinnati Reds	Arizona Diamondbacks	6	5	11	9.0	9.5	100
2021-04-09	2021	NYY	TAM	New York Yankees	Tampa Bay Rays	5	10	15	8.5	8.0	-115
2021-04-09	2021	LAA	TOR	Los Angeles Angels	Toronto Blue Jays	7	1	8	10.5	11.0	100
2021-04-09	2021	DET	CLE	Detroit Tigers	Cleveland Guardians	1	4	5	8.5	9.5	-105
2021-04-09	2021	OAK	HOU	Athletics	Houston Astros	6	2	8	9.0	8.5	-120
2021-04-09	2021	SDG	TEX	San Diego Padres	Texas Rangers	3	0	3	9.0	9.0	-110
2021-04-10	2021	MIA	NYM	Miami Marlins	New York Mets	3	0	3	7.0	6.5	-120
2021-04-10	2021	MIL	STL	Milwaukee Brewers	St. Louis Cardinals	9	5	14	8.5	8.0	100
2021-04-10	2021	COL	SFO	Colorado Rockies	SFO	3	4	7	8.5	8.5	-110
2021-04-10	2021	CUB	PIT	Chicago Cubs	Pittsburgh Pirates	2	8	10	8.0	8.5	-110
2021-04-10	2021	PHI	ATL	Philadelphia Phillies	Atlanta Braves	4	5	9	8.0	8.0	-115
2021-04-10	2021	CIN	ARI	Cincinnati Reds	Arizona Diamondbacks	3	8	11	9.5	9.5	-110
2021-04-10	2021	WAS	LAD	Washington Nationals	Los Angeles Dodgers	5	9	14	7.5	7.5	-105
2021-04-10	2021	NYY	TAM	New York Yankees	Tampa Bay Rays	0	4	4	8.5	9.5	100
2021-04-10	2021	SEA	MIN	Seattle Mariners	Minnesota Twins	4	3	7	8.5	8.0	-105
2021-04-10	2021	LAA	TOR	Los Angeles Angels	Toronto Blue Jays	1	15	16	11.0	10.5	-110
2021-04-10	2021	OAK	HOU	Athletics	Houston Astros	7	3	10	9.0	9.0	100
2021-04-10	2021	DET	CLE	Detroit Tigers	Cleveland Guardians	3	11	14	9.0	8.5	100
2021-04-10	2021	BOS	BAL	Boston Red Sox	Baltimore Orioles	6	4	10	9.5	9.5	-105
2021-04-10	2021	SDG	TEX	San Diego Padres	Texas Rangers	7	4	11	9.0	9.0	100
2021-04-11	2021	CUB	PIT	Chicago Cubs	Pittsburgh Pirates	1	7	8	8.5	8.0	-120
2021-04-11	2021	MIL	STL	Milwaukee Brewers	St. Louis Cardinals	9	3	12	8.5	8.5	-110
2021-04-11	2021	COL	SFO	Colorado Rockies	SFO	0	4	4	8.0	7.5	-105
2021-04-11	2021	WAS	LAD	Washington Nationals	Los Angeles Dodgers	0	3	3	7.5	7.5	100
2021-04-11	2021	CIN	ARI	Cincinnati Reds	Arizona Diamondbacks	0	7	7	9.0	9.0	-120
2021-04-11	2021	PHI	ATL	Philadelphia Phillies	Atlanta Braves	7	6	13	8.5	9.0	-120
2021-04-11	2021	BOS	BAL	Boston Red Sox	Baltimore Orioles	14	9	23	9.5	9.5	-115
2021-04-11	2021	DET	CLE	Detroit Tigers	Cleveland Guardians	2	5	7	9.0	9.5	-105
2021-04-11	2021	NYY	TAM	New York Yankees	Tampa Bay Rays	8	4	12	9.0	8.5	-105
2021-04-11	2021	SEA	MIN	Seattle Mariners	Minnesota Twins	8	6	14	8.5	8.5	100
2021-04-11	2021	KAN	CWS	Kansas City Royals	Chicago White Sox	4	3	7	9.0	8.5	-110
2021-04-11	2021	SDG	TEX	San Diego Padres	Texas Rangers	2	0	2	9.0	9.0	-105
2021-04-12	2021	SDG	PIT	San Diego Padres	Pittsburgh Pirates	6	2	8	8.5	7.5	-105
2021-04-12	2021	MIA	ATL	Miami Marlins	Atlanta Braves	5	3	8	8.5	8.5	100
2021-04-12	2021	CUB	MIL	Chicago Cubs	Milwaukee Brewers	3	6	9	8.5	8.5	100
2021-04-12	2021	WAS	STL	Washington Nationals	St. Louis Cardinals	5	2	7	8.5	8.5	-120
2021-04-12	2021	CIN	SFO	Cincinnati Reds	SFO	3	0	3	8.5	8.5	-110
2021-04-12	2021	NYY	TOR	New York Yankees	Toronto Blue Jays	3	1	4	9.0	9.0	-110
2021-04-12	2021	TEX	TAM	Texas Rangers	Tampa Bay Rays	0	1	1	7.5	7.0	-120
2021-04-12	2021	CLE	CWS	Cleveland Guardians	Chicago White Sox	3	4	7	8.5	8.5	100
2021-04-12	2021	LAA	KAN	Los Angeles Angels	Kansas City Royals	10	3	13	9.0	9.0	100
2021-04-12	2021	DET	HOU	Detroit Tigers	Houston Astros	6	2	8	8.5	9.0	100
2021-04-12	2021	OAK	ARI	Athletics	Arizona Diamondbacks	9	5	14	9.5	9.5	-110
2021-04-13	2021	SDG	PIT	San Diego Padres	Pittsburgh Pirates	4	8	12	7.5	8.0	100
2021-04-13	2021	PHI	NYM	Philadelphia Phillies	New York Mets	3	4	7	7.5	6.5	-135
2021-04-13	2021	MIA	ATL	Miami Marlins	Atlanta Braves	14	8	22	8.0	7.5	-115
2021-04-13	2021	CUB	MIL	Chicago Cubs	Milwaukee Brewers	3	2	5	7.5	7.5	-110
2021-04-13	2021	WAS	STL	Washington Nationals	St. Louis Cardinals	3	14	17	7.5	7.0	-115
2021-04-13	2021	CIN	SFO	Cincinnati Reds	SFO	6	7	13	7.5	7.5	100
2021-04-13	2021	COL	LAD	Colorado Rockies	Los Angeles Dodgers	0	7	7	8.0	8.0	100
2021-04-13	2021	BOS	MIN	Boston Red Sox	Minnesota Twins	4	2	6	8.5	9.0	100
2021-04-13	2021	SEA	BAL	Seattle Mariners	Baltimore Orioles	6	7	13	9.0	7.0	100
2021-04-13	2021	NYY	TOR	New York Yankees	Toronto Blue Jays	3	7	10	9.0	9.0	100
2021-04-13	2021	TEX	TAM	Texas Rangers	Tampa Bay Rays	8	3	11	8.0	8.0	100
2021-04-13	2021	LAA	KAN	Los Angeles Angels	Kansas City Royals	2	3	5	9.0	8.5	-110
2021-04-13	2021	CLE	CWS	Cleveland Guardians	Chicago White Sox	2	0	2	7.0	6.5	-115
2021-04-13	2021	DET	HOU	Detroit Tigers	Houston Astros	8	2	10	9.0	9.5	100
2021-04-13	2021	OAK	ARI	Athletics	Arizona Diamondbacks	7	5	12	9.0	8.5	-105
2021-04-13	2021	PHI	NYM	Philadelphia Phillies	New York Mets	0	4	4	5.5	5.5	-110
2021-04-13	2021	SEA	BAL	Seattle Mariners	Baltimore Orioles	4	3	7	6.0	6.0	-115
2021-04-14	2021	WAS	STL	Washington Nationals	St. Louis Cardinals	6	0	6	8.5	8.5	-105
2021-04-14	2021	CUB	MIL	Chicago Cubs	Milwaukee Brewers	0	7	7	7.5	7.5	105
2021-04-14	2021	CIN	SFO	Cincinnati Reds	SFO	0	3	3	7.5	8.5	100
2021-04-14	2021	SDG	PIT	San Diego Padres	Pittsburgh Pirates	1	5	6	8.0	7.5	-110
2021-04-14	2021	PHI	NYM	Philadelphia Phillies	New York Mets	1	5	6	8.0	8.0	-115
2021-04-14	2021	MIA	ATL	Miami Marlins	Atlanta Braves	6	5	11	8.5	8.5	-110
2021-04-14	2021	COL	LAD	Colorado Rockies	Los Angeles Dodgers	2	4	6	7.5	7.5	-120
2021-04-14	2021	NYY	TOR	New York Yankees	Toronto Blue Jays	4	5	9	10.5	10.5	100
2021-04-14	2021	LAA	KAN	Los Angeles Angels	Kansas City Royals	1	6	7	9.5	8.5	-120
2021-04-14	2021	BOS	MIN	Boston Red Sox	Minnesota Twins	3	2	5	6.0	6.0	100
2021-04-14	2021	TEX	TAM	Texas Rangers	Tampa Bay Rays	5	1	6	8.5	8.0	-120
2021-04-14	2021	DET	HOU	Detroit Tigers	Houston Astros	6	4	10	9.0	8.0	-110
2021-04-14	2021	CLE	CWS	Cleveland Guardians	Chicago White Sox	0	8	8	7.5	7.5	100
2021-04-14	2021	BOS	MIN	Boston Red Sox	Minnesota Twins	7	1	8	6.0	6.0	-115
2021-04-15	2021	MIA	ATL	Miami Marlins	Atlanta Braves	6	7	13	8.0	8.0	-110
2021-04-15	2021	SDG	PIT	San Diego Padres	Pittsburgh Pirates	8	3	11	8.0	7.5	100
2021-04-15	2021	ARI	WAS	Arizona Diamondbacks	Washington Nationals	11	6	17	9.0	8.5	-115
2021-04-15	2021	COL	LAD	Colorado Rockies	Los Angeles Dodgers	5	7	12	7.5	7.5	-110
2021-04-15	2021	BOS	MIN	Boston Red Sox	Minnesota Twins	3	4	7	8.5	8.5	-115
2021-04-15	2021	CLE	CWS	Cleveland Guardians	Chicago White Sox	4	2	6	7.5	7.5	100
2021-04-15	2021	TEX	TAM	Texas Rangers	Tampa Bay Rays	6	4	10	8.0	8.0	-115
2021-04-15	2021	TOR	KAN	Toronto Blue Jays	Kansas City Royals	5	7	12	9.0	9.0	-105
2021-04-15	2021	DET	OAK	Detroit Tigers	Athletics	4	8	12	8.5	8.5	-105
2021-04-15	2021	SEA	BAL	Seattle Mariners	Baltimore Orioles	4	2	6	7.5	7.0	-120
2021-04-15	2021	SEA	BAL	Seattle Mariners	Baltimore Orioles	2	1	3	7.5	7.0	-125
2021-04-16	2021	ATL	CUB	Atlanta Braves	Chicago Cubs	5	2	7	7.5	8.0	-115
2021-04-16	2021	ARI	WAS	Arizona Diamondbacks	Washington Nationals	0	1	1	8.0	8.5	-105
2021-04-16	2021	STL	PHI	St. Louis Cardinals	Philadelphia Phillies	2	9	11	9.0	8.0	-115
2021-04-16	2021	SFO	MIA	SFO	Miami Marlins	1	4	5	8.5	8.5	-105
2021-04-16	2021	PIT	MIL	Pittsburgh Pirates	Milwaukee Brewers	6	1	7	8.5	8.0	-105
2021-04-16	2021	LAD	SDG	Los Angeles Dodgers	San Diego Padres	11	6	17	7.5	8.0	-105
2021-04-16	2021	TAM	NYY	Tampa Bay Rays	New York Yankees	8	2	10	4.5	9.5	105
2021-04-16	2021	BAL	TEX	Baltimore Orioles	Texas Rangers	5	2	7	9.0	8.5	-125
2021-04-16	2021	MIN	LAA	Minnesota Twins	Los Angeles Angels	3	10	13	9.0	9.0	-110
2021-04-16	2021	DET	OAK	Detroit Tigers	Athletics	0	3	3	8.5	8.5	-110
2021-04-16	2021	HOU	SEA	Houston Astros	Seattle Mariners	5	6	11	8.0	8.0	-110
2021-04-16	2021	CLE	CIN	Cleveland Guardians	Cincinnati Reds	3	10	13	9.0	9.0	-115
2021-04-17	2021	ARI	WAS	Arizona Diamondbacks	Washington Nationals	2	6	8	9.0	8.5	-120
2021-04-17	2021	ATL	CUB	Atlanta Braves	Chicago Cubs	4	13	17	8.5	7.5	-115
2021-04-17	2021	STL	PHI	St. Louis Cardinals	Philadelphia Phillies	9	4	13	8.5	8.5	100
2021-04-17	2021	SFO	MIA	SFO	Miami Marlins	6	7	13	7.5	7.5	-105
2021-04-17	2021	PIT	MIL	Pittsburgh Pirates	Milwaukee Brewers	1	7	8	8.5	8.0	-115
2021-04-17	2021	NYM	COL	New York Mets	Colorado Rockies	2	7	9	10.5	8.0	-110
2021-04-17	2021	LAD	SDG	Los Angeles Dodgers	San Diego Padres	2	0	2	7.5	7.0	-120
2021-04-17	2021	TAM	NYY	Tampa Bay Rays	New York Yankees	6	3	9	8.5	7.5	-110
2021-04-17	2021	TOR	KAN	Toronto Blue Jays	Kansas City Royals	5	1	6	9.0	6.5	-105
2021-04-17	2021	CWS	BOS	Chicago White Sox	Boston Red Sox	4	7	11	9.0	9.0	-105
2021-04-17	2021	DET	OAK	Detroit Tigers	Athletics	0	7	7	9.0	9.0	-115
2021-04-17	2021	BAL	TEX	Baltimore Orioles	Texas Rangers	6	1	7	8.0	8.5	100
2021-04-17	2021	HOU	SEA	Houston Astros	Seattle Mariners	1	0	1	8.0	8.5	-110
2021-04-17	2021	CLE	CIN	Cleveland Guardians	Cincinnati Reds	2	3	5	8.5	8.0	-115
2021-04-17	2021	NYM	COL	New York Mets	Colorado Rockies	4	3	7	7.0	6.5	-125
2021-04-17	2021	TOR	KAN	Toronto Blue Jays	Kansas City Royals	2	3	5	7.5	7.5	-110
2021-04-18	2021	STL	PHI	St. Louis Cardinals	Philadelphia Phillies	0	2	2	8.0	8.0	-105
2021-04-18	2021	ARI	WAS	Arizona Diamondbacks	Washington Nationals	5	2	7	8.5	9.5	100
2021-04-18	2021	SFO	MIA	SFO	Miami Marlins	1	0	1	8.0	8.0	-110
2021-04-18	2021	PIT	MIL	Pittsburgh Pirates	Milwaukee Brewers	6	5	11	8.5	7.5	-110
2021-04-18	2021	NYM	COL	New York Mets	Colorado Rockies	2	1	3	10.0	11.0	-110
2021-04-18	2021	LAD	SDG	Los Angeles Dodgers	San Diego Padres	2	5	7	8.0	7.5	-110
2021-04-18	2021	ATL	CUB	Atlanta Braves	Chicago Cubs	13	4	17	9.0	9.0	100
2021-04-18	2021	TAM	NYY	Tampa Bay Rays	New York Yankees	4	2	6	8.0	7.5	-115
2021-04-18	2021	CWS	BOS	Chicago White Sox	Boston Red Sox	3	2	5	7.0	7.0	-115
2021-04-18	2021	TOR	KAN	Toronto Blue Jays	Kansas City Royals	0	2	2	9.0	8.5	100
2021-04-18	2021	BAL	TEX	Baltimore Orioles	Texas Rangers	0	1	1	8.5	8.0	100
2021-04-18	2021	DET	OAK	Detroit Tigers	Athletics	2	3	5	8.5	8.5	-120
2021-04-18	2021	HOU	SEA	Houston Astros	Seattle Mariners	2	7	9	9.0	9.0	-110
2021-04-18	2021	CLE	CIN	Cleveland Guardians	Cincinnati Reds	6	3	9	7.5	7.0	-120
2021-04-18	2021	CWS	BOS	Chicago White Sox	Boston Red Sox	5	1	6	7.0	7.0	-120
2021-04-19	2021	STL	WAS	St. Louis Cardinals	Washington Nationals	12	5	17	8.0	8.0	-115
2021-04-19	2021	SFO	PHI	SFO	Philadelphia Phillies	2	0	2	8.5	8.5	-105
2021-04-19	2021	MIL	SDG	Milwaukee Brewers	San Diego Padres	3	1	4	7.0	6.5	-115
2021-04-19	2021	CWS	BOS	Chicago White Sox	Boston Red Sox	4	11	15	8.0	7.5	-120
2021-04-19	2021	TAM	KAN	Tampa Bay Rays	Kansas City Royals	4	1	5	8.5	7.5	-110
2021-04-19	2021	TEX	LAA	Texas Rangers	Los Angeles Angels	6	4	10	8.0	8.5	-115
2021-04-19	2021	LAD	SEA	Los Angeles Dodgers	Seattle Mariners	3	4	7	8.5	8.5	100
2021-04-20	2021	ARI	CIN	Arizona Diamondbacks	Cincinnati Reds	3	4	7	8.0	7.5	-105
2021-04-20	2021	STL	WAS	St. Louis Cardinals	Washington Nationals	2	3	5	9.0	9.0	-105
2021-04-20	2021	SFO	PHI	SFO	Philadelphia Phillies	10	7	17	8.5	8.5	-105
2021-04-20	2021	NYM	CUB	New York Mets	Chicago Cubs	1	3	4	7.5	7.5	-115
2021-04-20	2021	MIL	SDG	Milwaukee Brewers	San Diego Padres	6	0	6	7.0	6.5	-115
2021-04-20	2021	CWS	CLE	Chicago White Sox	Cleveland Guardians	8	5	13	8.0	7.0	-115
2021-04-20	2021	TOR	BOS	Toronto Blue Jays	Boston Red Sox	2	4	6	8.5	8.0	-120
2021-04-20	2021	TAM	KAN	Tampa Bay Rays	Kansas City Royals	14	7	21	8.5	8.0	-105
2021-04-20	2021	TEX	LAA	Texas Rangers	Los Angeles Angels	2	6	8	8.5	8.5	-120
2021-04-20	2021	MIN	OAK	Minnesota Twins	Athletics	0	1	1	6.0	5.5	-120
2021-04-20	2021	LAD	SEA	Los Angeles Dodgers	Seattle Mariners	1	0	1	8.5	8.0	-120
2021-04-20	2021	ATL	NYY	Atlanta Braves	New York Yankees	1	3	4	9.0	8.5	-115
2021-04-20	2021	BAL	MIA	Baltimore Orioles	Miami Marlins	7	5	12	8.0	8.5	-105
2021-04-20	2021	HOU	COL	Houston Astros	Colorado Rockies	2	6	8	10.5	10.0	-120
2021-04-20	2021	MIN	OAK	Minnesota Twins	Athletics	0	7	7	6.5	6.5	-115
2021-04-21	2021	SFO	PHI	SFO	Philadelphia Phillies	5	6	11	8.0	8.0	-110
2021-04-21	2021	STL	WAS	St. Louis Cardinals	Washington Nationals	0	1	1	8.5	7.5	-115
2021-04-21	2021	MIL	SDG	Milwaukee Brewers	San Diego Padres	4	2	6	7.5	7.5	100
2021-04-21	2021	ARI	CIN	Arizona Diamondbacks	Cincinnati Reds	8	5	13	9.0	8.0	-105
2021-04-21	2021	NYM	CUB	New York Mets	Chicago Cubs	4	16	20	7.5	7.5	-110
2021-04-21	2021	MIN	OAK	Minnesota Twins	Athletics	12	13	25	8.0	7.5	-115
2021-04-21	2021	TEX	LAA	Texas Rangers	Los Angeles Angels	7	4	11	9.0	9.0	-110
2021-04-21	2021	TOR	BOS	Toronto Blue Jays	Boston Red Sox	6	3	9	10.0	9.5	-115
2021-04-21	2021	TAM	KAN	Tampa Bay Rays	Kansas City Royals	8	9	17	8.5	8.0	100
2021-04-21	2021	BAL	MIA	Baltimore Orioles	Miami Marlins	0	3	3	8.0	7.5	100
2021-04-21	2021	HOU	COL	Houston Astros	Colorado Rockies	3	6	9	10.5	10.0	-105
2021-04-21	2021	ATL	NYY	Atlanta Braves	New York Yankees	4	1	5	9.0	9.0	-105
2021-04-21	2021	PIT	DET	Pittsburgh Pirates	Detroit Tigers	3	2	5	6.0	6.0	-115
