date	season	away_team_sbro	home_team_sbro	away_team	home_team	away_score	home_score	actual_total	open_total_line	close_total_line	close_total_odds
2021-05-16	2021	TEX	HOU	Texas Rangers	Houston Astros	2	6	8	8.0	7.5	-115
2021-05-16	2021	OAK	MIN	Athletics	Minnesota Twins	7	6	13	8.5	8.5	-115
2021-05-16	2021	KAN	CWS	Kansas City Royals	Chicago White Sox	3	4	7	8.5	8.5	100
2021-05-16	2021	CLE	SEA	Cleveland Guardians	Seattle Mariners	2	3	5	7.5	7.5	100
2021-05-16	2021	PHI	TOR	Philadelphia Phillies	Toronto Blue Jays	8	10	18	10.5	10.0	-110
2021-05-16	2021	CUB	DET	Chicago Cubs	Detroit Tigers	5	1	6	8.0	8.0	-120
2021-05-16	2021	NYM	TAM	New York Mets	Tampa Bay Rays	1	7	8	7.5	7.5	100
2021-05-17	2021	SFO	CIN	SFO	Cincinnati Reds	6	3	9	8.0	8.0	-105
2021-05-17	2021	NYM	ATL	New York Mets	Atlanta Braves	3	1	4	7.5	8.0	-110
2021-05-17	2021	WAS	CUB	Washington Nationals	Chicago Cubs	3	7	10	8.0	8.0	-105
2021-05-17	2021	ARI	LAD	Arizona Diamondbacks	Los Angeles Dodgers	1	3	4	7.0	7.0	-105
2021-05-17	2021	COL	SDG	Colorado Rockies	San Diego Padres	0	7	7	7.0	6.5	-105
2021-05-17	2021	CWS	MIN	Chicago White Sox	Minnesota Twins	16	4	20	8.5	9.5	-105
2021-05-17	2021	NYY	TEX	New York Yankees	Texas Rangers	2	5	7	8.0	8.0	100
2021-05-17	2021	CLE	LAA	Cleveland Guardians	Los Angeles Angels	4	7	11	9.0	9.5	-105
2021-05-17	2021	DET	SEA	Detroit Tigers	Seattle Mariners	4	1	5	8.0	7.5	-120
2021-05-18	2021	SFO	CIN	SFO	Cincinnati Reds	4	2	6	8.5	8.0	-110
2021-05-18	2021	MIA	PHI	Miami Marlins	Philadelphia Phillies	3	8	11	7.5	7.5	-120
2021-05-18	2021	NYM	ATL	New York Mets	Atlanta Braves	4	3	7	8.5	8.5	-110
2021-05-18	2021	WAS	CUB	Washington Nationals	Chicago Cubs	3	6	9	8.5	9.0	100
2021-05-18	2021	PIT	STL	Pittsburgh Pirates	St. Louis Cardinals	2	5	7	7.5	7.5	100
2021-05-18	2021	ARI	LAD	Arizona Diamondbacks	Los Angeles Dodgers	1	9	10	7.5	7.5	100
2021-05-18	2021	COL	SDG	Colorado Rockies	San Diego Padres	1	2	3	7.0	7.0	-115
2021-05-18	2021	TAM	BAL	Tampa Bay Rays	Baltimore Orioles	13	6	19	8.5	9.0	-115
2021-05-18	2021	BOS	TOR	Boston Red Sox	Toronto Blue Jays	0	8	8	9.5	9.0	-120
2021-05-18	2021	CWS	MIN	Chicago White Sox	Minnesota Twins	4	5	9	8.0	8.5	-105
2021-05-18	2021	NYY	TEX	New York Yankees	Texas Rangers	7	4	11	9.5	8.5	-110
2021-05-18	2021	CLE	LAA	Cleveland Guardians	Los Angeles Angels	6	5	11	8.5	7.5	-105
2021-05-18	2021	HOU	OAK	Houston Astros	Athletics	5	6	11	8.5	8.0	-115
2021-05-18	2021	DET	SEA	Detroit Tigers	Seattle Mariners	5	0	5	8.0	8.0	-105
2021-05-18	2021	MIL	KAN	Milwaukee Brewers	Kansas City Royals	0	2	2	7.5	7.5	100
2021-05-19	2021	COL	SDG	Colorado Rockies	San Diego Padres	0	3	3	7.5	8.0	-105
2021-05-19	2021	SFO	CIN	SFO	Cincinnati Reds	4	0	4	8.0	8.5	-115
2021-05-19	2021	MIA	PHI	Miami Marlins	Philadelphia Phillies	3	1	4	7.5	7.5	-110
2021-05-19	2021	NYM	ATL	New York Mets	Atlanta Braves	4	5	9	8.0	7.5	-115
2021-05-19	2021	WAS	CUB	Washington Nationals	Chicago Cubs	4	3	7	9.5	9.0	100
2021-05-19	2021	PIT	STL	Pittsburgh Pirates	St. Louis Cardinals	5	8	13	7.0	7.0	-110
2021-05-19	2021	ARI	LAD	Arizona Diamondbacks	Los Angeles Dodgers	2	4	6	7.5	7.5	-105
2021-05-19	2021	CWS	MIN	Chicago White Sox	Minnesota Twins	2	1	3	8.5	9.0	-110
2021-05-19	2021	TAM	BAL	Tampa Bay Rays	Baltimore Orioles	9	7	16	8.0	8.0	-115
2021-05-19	2021	BOS	TOR	Boston Red Sox	Toronto Blue Jays	7	3	10	10.5	9.5	-115
2021-05-19	2021	NYY	TEX	New York Yankees	Texas Rangers	2	0	2	9.0	9.0	105
2021-05-19	2021	CLE	LAA	Cleveland Guardians	Los Angeles Angels	3	2	5	7.5	8.0	-110
2021-05-19	2021	HOU	OAK	Houston Astros	Athletics	8	1	9	8.0	8.5	-105
2021-05-19	2021	DET	SEA	Detroit Tigers	Seattle Mariners	6	2	8	8.5	8.0	100
2021-05-19	2021	MIL	KAN	Milwaukee Brewers	Kansas City Royals	4	6	10	7.5	7.5	-120
2021-05-20	2021	SFO	CIN	SFO	Cincinnati Reds	19	4	23	8.5	8.5	-115
2021-05-20	2021	WAS	CUB	Washington Nationals	Chicago Cubs	2	5	7	10.5	10.5	-110
2021-05-20	2021	MIA	PHI	Miami Marlins	Philadelphia Phillies	6	0	6	8.0	8.5	100
2021-05-20	2021	PIT	ATL	Pittsburgh Pirates	Atlanta Braves	6	4	10	8.5	9.0	-105
2021-05-20	2021	ARI	LAD	Arizona Diamondbacks	Los Angeles Dodgers	2	3	5	8.5	8.5	-110
2021-05-20	2021	TAM	BAL	Tampa Bay Rays	Baltimore Orioles	10	1	11	9.0	9.0	-120
2021-05-20	2021	NYY	TEX	New York Yankees	Texas Rangers	2	0	2	8.5	7.5	-110
2021-05-20	2021	HOU	OAK	Houston Astros	Athletics	8	4	12	8.5	8.5	-120
2021-05-20	2021	MIN	LAA	Minnesota Twins	Los Angeles Angels	1	7	8	7.0	7.0	100
2021-05-20	2021	MIN	LAA	Minnesota Twins	Los Angeles Angels	6	3	9	6.5	6.0	-120
2021-05-20	2021	BOS	TOR	Boston Red Sox	Toronto Blue Jays	8	7	15	10.0	10.0	-110
2021-05-21	2021	NYM	MIA	New York Mets	Miami Marlins	6	5	11	7.5	7.0	-105
2021-05-21	2021	MIL	CIN	Milwaukee Brewers	Cincinnati Reds	4	9	13	9.0	9.5	-105
2021-05-21	2021	PIT	ATL	Pittsburgh Pirates	Atlanta Braves	1	20	21	8.0	8.0	-115
2021-05-21	2021	CUB	STL	Chicago Cubs	St. Louis Cardinals	12	3	15	8.0	8.5	-120
2021-05-21	2021	ARI	COL	Arizona Diamondbacks	Colorado Rockies	1	7	8	11.0	11.5	-105
2021-05-21	2021	LAD	SFO	Los Angeles Dodgers	SFO	2	1	3	6.5	7.0	-105
2021-05-21	2021	CWS	NYY	Chicago White Sox	New York Yankees	1	2	3	8.5	8.0	-120
2021-05-21	2021	MIN	CLE	Minnesota Twins	Cleveland Guardians	10	0	10	8.5	9.0	-115
2021-05-21	2021	TAM	TOR	Tampa Bay Rays	Toronto Blue Jays	9	7	16	9.0	9.0	100
2021-05-21	2021	HOU	TEX	Houston Astros	Texas Rangers	5	7	12	8.5	9.0	-105
2021-05-21	2021	DET	KAN	Detroit Tigers	Kansas City Royals	7	5	12	8.5	8.5	-115
2021-05-21	2021	OAK	LAA	Athletics	Los Angeles Angels	8	4	12	9.0	9.0	-105
2021-05-21	2021	BAL	WAS	Baltimore Orioles	Washington Nationals	2	4	6	8.0	8.5	-120
2021-05-21	2021	BOS	PHI	Boston Red Sox	Philadelphia Phillies	11	3	14	8.0	8.5	-115
2021-05-21	2021	SEA	SDG	Seattle Mariners	San Diego Padres	1	16	17	7.5	7.5	-115
2021-05-22	2021	ARI	COL	Arizona Diamondbacks	Colorado Rockies	6	7	13	10.5	11.0	100
2021-05-22	2021	MIL	CIN	Milwaukee Brewers	Cincinnati Reds	4	3	7	8.5	9.0	100
2021-05-22	2021	PIT	ATL	Pittsburgh Pirates	Atlanta Braves	1	6	7	9.5	9.5	-105
2021-05-22	2021	NYM	MIA	New York Mets	Miami Marlins	1	3	4	7.5	7.0	105
2021-05-22	2021	LAD	SFO	Los Angeles Dodgers	SFO	6	3	9	7.0	7.5	-120
2021-05-22	2021	CUB	STL	Chicago Cubs	St. Louis Cardinals	1	2	3	8.5	8.5	100
2021-05-22	2021	CWS	NYY	Chicago White Sox	New York Yankees	0	7	7	7.0	8.0	100
2021-05-22	2021	HOU	TEX	Houston Astros	Texas Rangers	4	8	12	8.5	9.0	-110
2021-05-22	2021	DET	KAN	Detroit Tigers	Kansas City Royals	5	7	12	8.0	8.5	-115
2021-05-22	2021	MIN	CLE	Minnesota Twins	Cleveland Guardians	3	5	8	7.0	7.5	-115
2021-05-22	2021	TAM	TOR	Tampa Bay Rays	Toronto Blue Jays	3	1	4	9.5	9.5	-105
2021-05-22	2021	OAK	LAA	Athletics	Los Angeles Angels	6	2	8	9.0	9.0	100
2021-05-22	2021	BAL	WAS	Baltimore Orioles	Washington Nationals	9	12	21	9.5	9.0	-120
2021-05-22	2021	BOS	PHI	Boston Red Sox	Philadelphia Phillies	4	3	7	9.0	9.0	-105
2021-05-22	2021	SEA	SDG	Seattle Mariners	San Diego Padres	4	6	10	8.0	7.5	-120
2021-05-23	2021	NYM	MIA	New York Mets	Miami Marlins	1	5	6	7.5	7.0	-115
2021-05-23	2021	MIL	CIN	Milwaukee Brewers	Cincinnati Reds	9	4	13	8.5	8.0	-120
2021-05-23	2021	PIT	ATL	Pittsburgh Pirates	Atlanta Braves	1	7	8	8.5	8.0	-115
2021-05-23	2021	ARI	COL	Arizona Diamondbacks	Colorado Rockies	3	4	7	11.0	12.0	-105
2021-05-23	2021	LAD	SFO	Los Angeles Dodgers	SFO	11	5	16	7.5	7.5	105
2021-05-23	2021	CUB	STL	Chicago Cubs	St. Louis Cardinals	2	1	3	8.5	9.0	-105
2021-05-23	2021	CWS	NYY	Chicago White Sox	New York Yankees	4	5	9	9.0	9.5	-105
2021-05-23	2021	TAM	TOR	Tampa Bay Rays	Toronto Blue Jays	6	4	10	9.0	9.0	-120
2021-05-23	2021	MIN	CLE	Minnesota Twins	Cleveland Guardians	8	5	13	8.5	9.0	100
2021-05-23	2021	DET	KAN	Detroit Tigers	Kansas City Royals	2	3	5	8.5	9.0	-110
2021-05-23	2021	HOU	TEX	Houston Astros	Texas Rangers	2	3	5	9.0	9.0	-110
2021-05-23	2021	OAK	LAA	Athletics	Los Angeles Angels	5	6	11	8.5	8.5	-110
2021-05-23	2021	BOS	PHI	Boston Red Sox	Philadelphia Phillies	2	6	8	8.0	7.5	100
2021-05-23	2021	BAL	WAS	Baltimore Orioles	Washington Nationals	5	6	11	9.0	9.5	100
2021-05-23	2021	SEA	SDG	Seattle Mariners	San Diego Padres	2	9	11	7.5	7.0	-115
2021-05-24	2021	PHI	MIA	Philadelphia Phillies	Miami Marlins	6	9	15	7.0	7.0	105
2021-05-24	2021	COL	NYM	Colorado Rockies	New York Mets	3	2	5	7.5	6.5	-120
2021-05-24	2021	SDG	MIL	San Diego Padres	Milwaukee Brewers	3	5	8	7.0	7.0	-110
2021-05-24	2021	TAM	TOR	Tampa Bay Rays	Toronto Blue Jays	14	8	22	10.5	10.5	-115
2021-05-24	2021	CLE	DET	Cleveland Guardians	Detroit Tigers	6	5	11	9.0	9.0	100
2021-05-24	2021	BAL	MIN	Baltimore Orioles	Minnesota Twins	3	8	11	8.5	9.0	-115
2021-05-24	2021	SEA	OAK	Seattle Mariners	Athletics	4	2	6	8.0	7.5	-120
2021-05-24	2021	STL	CWS	St. Louis Cardinals	Chicago White Sox	1	5	6	8.0	8.5	-115
2021-05-25	2021	CUB	PIT	Chicago Cubs	Pittsburgh Pirates	4	3	7	8.5	9.0	100
2021-05-25	2021	PHI	MIA	Philadelphia Phillies	Miami Marlins	2	0	2	7.0	7.0	-110
2021-05-25	2021	CIN	WAS	Cincinnati Reds	Washington Nationals	2	1	3	7.5	7.5	-115
2021-05-25	2021	COL	NYM	Colorado Rockies	New York Mets	1	3	4	6.5	6.0	-115
2021-05-25	2021	SDG	MIL	San Diego Padres	Milwaukee Brewers	7	1	8	7.0	7.0	100
2021-05-25	2021	SFO	ARI	SFO	Arizona Diamondbacks	8	0	8	9.0	9.0	100
2021-05-25	2021	TOR	NYY	Toronto Blue Jays	New York Yankees	6	2	8	9.0	9.0	-110
2021-05-25	2021	CLE	DET	Cleveland Guardians	Detroit Tigers	4	1	5	9.0	9.0	-105
2021-05-25	2021	KAN	TAM	Kansas City Royals	Tampa Bay Rays	2	1	3	8.5	8.5	-105
2021-05-25	2021	BAL	MIN	Baltimore Orioles	Minnesota Twins	4	7	11	9.0	9.5	-120
2021-05-25	2021	TEX	LAA	Texas Rangers	Los Angeles Angels	5	11	16	8.5	8.5	-120
2021-05-25	2021	SEA	OAK	Seattle Mariners	Athletics	4	3	7	8.5	8.5	-110
2021-05-25	2021	ATL	BOS	Atlanta Braves	Boston Red Sox	3	1	4	9.5	10.0	-110
2021-05-25	2021	LAD	HOU	Los Angeles Dodgers	Houston Astros	9	2	11	8.0	8.5	100
2021-05-25	2021	STL	CWS	St. Louis Cardinals	Chicago White Sox	3	8	11	8.0	8.0	-105
2021-05-26	2021	CUB	PIT	Chicago Cubs	Pittsburgh Pirates	4	1	5	8.5	8.5	-105
2021-05-26	2021	PHI	MIA	Philadelphia Phillies	Miami Marlins	2	4	6	7.0	7.0	-110
2021-05-26	2021	SDG	MIL	San Diego Padres	Milwaukee Brewers	2	1	3	8.0	8.0	-115
2021-05-26	2021	SFO	ARI	SFO	Arizona Diamondbacks	5	4	9	8.5	9.0	-115
2021-05-26	2021	BAL	MIN	Baltimore Orioles	Minnesota Twins	2	3	5	9.5	8.5	-120
2021-05-26	2021	SEA	OAK	Seattle Mariners	Athletics	3	6	9	9.0	8.5	-120
2021-05-26	2021	TEX	LAA	Texas Rangers	Los Angeles Angels	8	9	17	8.5	9.0	100
2021-05-26	2021	CLE	DET	Cleveland Guardians	Detroit Tigers	0	1	1	9.0	9.5	100
2021-05-26	2021	KAN	TAM	Kansas City Royals	Tampa Bay Rays	1	2	3	7.5	7.0	100
2021-05-26	2021	STL	CWS	St. Louis Cardinals	Chicago White Sox	4	0	4	8.5	8.5	-125
2021-05-26	2021	ATL	BOS	Atlanta Braves	Boston Red Sox	5	9	14	9.5	11.0	-110
2021-05-26	2021	LAD	HOU	Los Angeles Dodgers	Houston Astros	2	5	7	8.5	8.5	-105
2021-05-27	2021	PHI	MIA	Philadelphia Phillies	Miami Marlins	3	2	5	7.0	7.0	105
2021-05-27	2021	CUB	PIT	Chicago Cubs	Pittsburgh Pirates	5	3	8	8.0	7.5	-105
2021-05-27	2021	SDG	MIL	San Diego Padres	Milwaukee Brewers	5	6	11	8.0	8.0	-115
2021-05-27	2021	STL	ARI	St. Louis Cardinals	Arizona Diamondbacks	5	4	9	9.5	9.5	-115
2021-05-27	2021	SFO	LAD	SFO	Los Angeles Dodgers	3	4	7	8.0	7.5	-110
2021-05-27	2021	CLE	DET	Cleveland Guardians	Detroit Tigers	5	2	7	7.0	7.0	100
2021-05-27	2021	KAN	TAM	Kansas City Royals	Tampa Bay Rays	2	7	9	7.5	7.5	-115
2021-05-27	2021	BAL	CWS	Baltimore Orioles	Chicago White Sox	1	5	6	9.0	8.5	-115
2021-05-27	2021	LAA	OAK	Los Angeles Angels	Athletics	0	5	5	8.0	8.0	-115
2021-05-27	2021	TEX	SEA	Texas Rangers	Seattle Mariners	0	5	5	9.0	8.5	-120
2021-05-27	2021	TOR	NYY	Toronto Blue Jays	New York Yankees	2	0	2	7.0	7.0	-110
2021-05-27	2021	TOR	NYY	Toronto Blue Jays	New York Yankees	3	5	8	7.0	7.0	-105
2021-05-27	2021	COL	NYM	Colorado Rockies	New York Mets	0	1	1	5.0	5.0	-120
2021-05-27	2021	COL	NYM	Colorado Rockies	New York Mets	2	4	6	5.5	6.0	100
2021-05-27	2021	CIN	WAS	Cincinnati Reds	Washington Nationals	3	0	3	6.0	6.5	-110
2021-05-28	2021	CIN	CUB	Cincinnati Reds	Chicago Cubs	0	1	1	6.5	6.5	-105
2021-05-28	2021	STL	ARI	St. Louis Cardinals	Arizona Diamondbacks	8	6	14	9.0	9.5	-105
2021-05-28	2021	SFO	LAD	SFO	Los Angeles Dodgers	8	5	13	7.5	7.5	-115
2021-05-28	2021	TOR	CLE	Toronto Blue Jays	Cleveland Guardians	11	2	13	8.5	7.5	-120
2021-05-28	2021	NYY	DET	New York Yankees	Detroit Tigers	2	3	5	7.0	7.0	100
2021-05-28	2021	KAN	MIN	Kansas City Royals	Minnesota Twins	8	3	11	8.5	9.0	-105
2021-05-28	2021	LAA	OAK	Los Angeles Angels	Athletics	1	3	4	8.0	7.5	-105
2021-05-28	2021	TEX	SEA	Texas Rangers	Seattle Mariners	2	3	5	9.0	8.5	100
2021-05-28	2021	MIA	BOS	Miami Marlins	Boston Red Sox	2	5	7	9.0	8.5	-120
2021-05-28	2021	SDG	HOU	San Diego Padres	Houston Astros	10	3	13	8.5	8.0	-115
2021-05-29	2021	CIN	CUB	Cincinnati Reds	Chicago Cubs	2	10	12	6.5	7.0	-105
2021-05-29	2021	SFO	LAD	SFO	Los Angeles Dodgers	11	6	17	7.5	7.5	-115
2021-05-29	2021	ATL	NYM	Atlanta Braves	New York Mets	2	13	15	6.5	6.5	-120
2021-05-29	2021	STL	ARI	St. Louis Cardinals	Arizona Diamondbacks	7	4	11	10.0	10.0	-105
2021-05-29	2021	KAN	MIN	Kansas City Royals	Minnesota Twins	5	6	11	9.0	9.5	-105
2021-05-29	2021	LAA	OAK	Los Angeles Angels	Athletics	4	0	4	8.5	8.0	-110
2021-05-29	2021	NYY	DET	New York Yankees	Detroit Tigers	1	6	7	8.5	8.5	-105
2021-05-29	2021	TEX	SEA	Texas Rangers	Seattle Mariners	2	3	5	8.5	8.5	-120
2021-05-29	2021	PHI	TAM	Philadelphia Phillies	Tampa Bay Rays	3	5	8	7.0	7.0	-115
2021-05-29	2021	MIA	BOS	Miami Marlins	Boston Red Sox	1	3	4	8.5	7.5	100
2021-05-29	2021	SDG	HOU	San Diego Padres	Houston Astros	11	8	19	8.0	8.0	-120
2021-05-29	2021	MIL	WAS	Milwaukee Brewers	Washington Nationals	4	1	5	6.0	5.5	100
2021-05-29	2021	MIL	WAS	Milwaukee Brewers	Washington Nationals	6	2	8	6.5	6.5	100
2021-05-29	2021	COL	PIT	Colorado Rockies	Pittsburgh Pirates	0	7	7	5.0	5.0	-120
2021-05-29	2021	COL	PIT	Colorado Rockies	Pittsburgh Pirates	0	4	4	6.0	5.5	-105
2021-05-29	2021	BAL	CWS	Baltimore Orioles	Chicago White Sox	4	7	11	6.5	6.5	-130
2021-05-29	2021	BAL	CWS	Baltimore Orioles	Chicago White Sox	1	3	4	5.5	5.5	105
2021-05-30	2021	MIL	WAS	Milwaukee Brewers	Washington Nationals	3	0	3	6.5	6.0	-115
2021-05-30	2021	COL	PIT	Colorado Rockies	Pittsburgh Pirates	4	3	7	7.5	7.5	-110
2021-05-30	2021	CIN	CUB	Cincinnati Reds	Chicago Cubs	5	1	6	8.5	8.0	-115
2021-05-30	2021	SFO	LAD	SFO	Los Angeles Dodgers	5	4	9	7.5	7.0	-105
2021-05-30	2021	STL	ARI	St. Louis Cardinals	Arizona Diamondbacks	2	9	11	10.0	9.0	100
2021-05-30	2021	NYY	DET	New York Yankees	Detroit Tigers	2	6	8	9.0	9.0	-120
2021-05-30	2021	KAN	MIN	Kansas City Royals	Minnesota Twins	6	3	9	9.5	9.0	-110
2021-05-30	2021	BAL	CWS	Baltimore Orioles	Chicago White Sox	1	3	4	9.0	8.0	-105
2021-05-30	2021	LAA	OAK	Los Angeles Angels	Athletics	4	2	6	9.0	9.0	-110
2021-05-30	2021	TEX	SEA	Texas Rangers	Seattle Mariners	2	4	6	8.5	8.0	-115
2021-05-30	2021	PHI	TAM	Philadelphia Phillies	Tampa Bay Rays	2	6	8	8.0	7.5	-110
2021-05-30	2021	SDG	HOU	San Diego Padres	Houston Astros	4	7	11	8.5	8.5	100
2021-05-30	2021	TOR	CLE	Toronto Blue Jays	Cleveland Guardians	4	1	5	6.5	6.5	100
2021-05-30	2021	TOR	CLE	Toronto Blue Jays	Cleveland Guardians	5	6	11	7.0	7.0	110
2021-05-31	2021	PHI	CIN	Philadelphia Phillies	Cincinnati Reds	1	11	12	8.5	8.5	-120
2021-05-31	2021	SDG	CUB	San Diego Padres	Chicago Cubs	2	7	9	10.0	10.0	100
2021-05-31	2021	WAS	ATL	Washington Nationals	Atlanta Braves	3	5	8	9.0	8.5	-115
2021-05-31	2021	STL	LAD	St. Louis Cardinals	Los Angeles Dodgers	4	9	13	6.5	7.0	-110
2021-05-31	2021	NYM	ARI	New York Mets	Arizona Diamondbacks	6	2	8	7.5	7.5	100
2021-05-31	2021	MIN	BAL	Minnesota Twins	Baltimore Orioles	3	2	5	9.0	8.5	-115
2021-05-31	2021	TAM	NYY	Tampa Bay Rays	New York Yankees	3	1	4	9.0	8.5	-105
2021-05-31	2021	CWS	CLE	Chicago White Sox	Cleveland Guardians	8	6	14	6.0	5.5	-115
2021-05-31	2021	OAK	SEA	Athletics	Seattle Mariners	5	6	11	8.5	8.5	100
2021-05-31	2021	BOS	HOU	Boston Red Sox	Houston Astros	2	11	13	8.5	9.0	-105
2021-05-31	2021	CWS	CLE	Chicago White Sox	Cleveland Guardians	1	3	4	7.0	7.0	110
2021-05-31	2021	DET	MIL	Detroit Tigers	Milwaukee Brewers	2	3	5	7.5	7.0	-115
2021-05-31	2021	LAA	SFO	Los Angeles Angels	SFO	1	6	7	8.5	8.0	-105
2021-05-31	2021	PIT	KAN	Pittsburgh Pirates	Kansas City Royals	3	7	10	8.5	8.0	-110
2021-06-01	2021	PHI	CIN	Philadelphia Phillies	Cincinnati Reds	17	3	20	7.0	7.5	-115
2021-06-01	2021	WAS	ATL	Washington Nationals	Atlanta Braves	11	6	17	8.0	8.5	-120
2021-06-01	2021	SDG	CUB	San Diego Padres	Chicago Cubs	3	4	7	8.0	8.5	-110
2021-06-01	2021	NYM	ARI	New York Mets	Arizona Diamondbacks	5	6	11	9.0	9.0	100
2021-06-01	2021	STL	LAD	St. Louis Cardinals	Los Angeles Dodgers	3	2	5	8.0	8.5	-110
2021-06-01	2021	CWS	CLE	Chicago White Sox	Cleveland Guardians	5	6	11	7.0	7.0	-115
2021-06-01	2021	MIN	BAL	Minnesota Twins	Baltimore Orioles	4	7	11	9.0	9.0	-115
2021-06-01	2021	TAM	NYY	Tampa Bay Rays	New York Yankees	3	5	8	7.5	7.5	-115
2021-06-01	2021	BOS	HOU	Boston Red Sox	Houston Astros	1	5	6	9.0	8.5	-120
2021-06-01	2021	OAK	SEA	Athletics	Seattle Mariners	12	6	18	8.0	7.5	-115
2021-06-01	2021	MIA	TOR	Miami Marlins	Toronto Blue Jays	1	5	6	8.5	8.5	100
2021-06-01	2021	DET	MIL	Detroit Tigers	Milwaukee Brewers	10	7	17	8.0	7.5	-115
2021-06-01	2021	PIT	KAN	Pittsburgh Pirates	Kansas City Royals	5	10	15	8.0	8.5	-105
2021-06-01	2021	TEX	COL	Texas Rangers	Colorado Rockies	2	3	5	9.5	9.5	-110
2021-06-01	2021	LAA	SFO	Los Angeles Angels	SFO	8	1	9	7.5	7.0	-110
2021-06-02	2021	SDG	CUB	San Diego Padres	Chicago Cubs	1	6	7	7.5	7.0	100
2021-06-02	2021	NYM	ARI	New York Mets	Arizona Diamondbacks	7	6	13	8.5	8.5	-110
2021-06-02	2021	WAS	ATL	Washington Nationals	Atlanta Braves	5	3	8	9.5	9.5	-115
2021-06-02	2021	STL	LAD	St. Louis Cardinals	Los Angeles Dodgers	3	14	17	8.0	8.0	-115
2021-06-02	2021	MIN	BAL	Minnesota Twins	Baltimore Orioles	3	6	9	9.5	9.5	-110
2021-06-02	2021	TAM	NYY	Tampa Bay Rays	New York Yankees	3	4	7	8.5	8.5	-105
2021-06-02	2021	BOS	HOU	Boston Red Sox	Houston Astros	1	2	3	9.0	9.0	-105
2021-06-02	2021	OAK	SEA	Athletics	Seattle Mariners	6	0	6	8.0	8.0	-120
2021-06-02	2021	MIA	TOR	Miami Marlins	Toronto Blue Jays	5	6	11	8.5	8.0	-120
2021-06-02	2021	TEX	COL	Texas Rangers	Colorado Rockies	3	6	9	10.5	11.0	-115
2021-06-03	2021	WAS	ATL	Washington Nationals	Atlanta Braves	1	5	6	9.0	10.0	-110
2021-06-03	2021	MIA	PIT	Miami Marlins	Pittsburgh Pirates	3	5	8	8.0	7.5	-110
2021-06-03	2021	ARI	MIL	Arizona Diamondbacks	Milwaukee Brewers	4	7	11	8.5	9.5	100
2021-06-03	2021	CIN	STL	Cincinnati Reds	St. Louis Cardinals	4	2	6	8.5	8.5	100
2021-06-03	2021	CUB	SFO	Chicago Cubs	SFO	2	7	9	8.0	8.0	-115
2021-06-03	2021	NYM	SDG	New York Mets	San Diego Padres	3	4	7	7.0	6.5	-115
2021-06-03	2021	TAM	NYY	Tampa Bay Rays	New York Yankees	9	2	11	7.5	7.5	100
2021-06-03	2021	BOS	HOU	Boston Red Sox	Houston Astros	5	1	6	9.0	9.0	-110
2021-06-03	2021	DET	CWS	Detroit Tigers	Chicago White Sox	1	4	5	8.0	8.0	-110
2021-06-03	2021	MIN	KAN	Minnesota Twins	Kansas City Royals	5	6	11	9.0	9.0	-125
2021-06-03	2021	SEA	LAA	Seattle Mariners	Los Angeles Angels	6	2	8	8.5	9.0	-110
2021-06-03	2021	TEX	COL	Texas Rangers	Colorado Rockies	6	11	17	10.5	10.5	-110
2021-06-04	2021	WAS	PHI	Washington Nationals	Philadelphia Phillies	2	1	3	6.5	7.0	-110
2021-06-04	2021	MIA	PIT	Miami Marlins	Pittsburgh Pirates	2	9	11	7.5	8.0	100
2021-06-04	2021	LAD	ATL	Los Angeles Dodgers	Atlanta Braves	9	5	14	9.0	8.5	-120
2021-06-04	2021	ARI	MIL	Arizona Diamondbacks	Milwaukee Brewers	1	5	6	8.0	8.0	-115
2021-06-04	2021	CIN	STL	Cincinnati Reds	St. Louis Cardinals	6	4	10	8.0	8.5	-110
2021-06-04	2021	CUB	SFO	Chicago Cubs	SFO	5	8	13	8.0	8.5	-110
2021-06-04	2021	NYM	SDG	New York Mets	San Diego Padres	0	2	2	7.5	7.5	-105
2021-06-04	2021	BOS	NYY	Boston Red Sox	New York Yankees	5	2	7	10.0	9.0	-110
2021-06-04	2021	CLE	BAL	Cleveland Guardians	Baltimore Orioles	1	3	4	9.0	8.5	-120
2021-06-04	2021	HOU	TOR	Houston Astros	Toronto Blue Jays	13	1	14	8.5	8.5	-110
2021-06-04	2021	TAM	TEX	Tampa Bay Rays	Texas Rangers	4	5	9	8.0	8.0	-110
2021-06-04	2021	MIN	KAN	Minnesota Twins	Kansas City Royals	5	14	19	9.5	9.5	-110
2021-06-04	2021	DET	CWS	Detroit Tigers	Chicago White Sox	8	9	17	8.5	8.5	-115
2021-06-04	2021	SEA	LAA	Seattle Mariners	Los Angeles Angels	2	3	5	9.0	9.0	100
2021-06-04	2021	OAK	COL	Athletics	Colorado Rockies	9	5	14	10.5	11.0	-110
2021-06-05	2021	CIN	STL	Cincinnati Reds	St. Louis Cardinals	5	2	7	9.0	9.0	110
2021-06-05	2021	MIA	PIT	Miami Marlins	Pittsburgh Pirates	7	8	15	7.0	7.5	-115
2021-06-05	2021	WAS	PHI	Washington Nationals	Philadelphia Phillies	2	5	7	9.0	10.0	-115
2021-06-05	2021	ARI	MIL	Arizona Diamondbacks	Milwaukee Brewers	5	7	12	7.5	7.5	-120
2021-06-05	2021	LAD	ATL	Los Angeles Dodgers	Atlanta Braves	4	6	10	8.5	8.0	-110
