date	away_team	home_team	total_runs	predicted_total	prediction_std	high_tail_prob_9p5	low_tail_prob_7p5	date_str	close_total_line	num_books	line_source	snapshot_ts	requested_snapshot_ts	commence_time	pinnacle_line	draftkings_line	fanduel_line	betmgm_line	actual_total	entry_total_line	hours_to_first_pitch	market_adjusted_total	market_adjustment_method	market_shrink_fraction	p_over	p_under	edge	abs_edge	confidence	bet	actual_over_entry	bet_won_entry	closing_total_line	open_total_line	closing_line_source	closing_num_books	closing_snapshot_ts	closing_commence_time	selection_reason	close_move	clv_runs	beat_close	matched_closing_line	actual_over_close	evaluation_month
2023-04-04	Arizona Diamondbacks	San Diego Padres	14	7.932301773224233	4.7253013	0.44310174091842963	0.45868390301863354	2023-04-04	7.0	4	oddsapi_snapshot	2023-04-04 18:55:39+00:00	2023-04-04 19:00:00+00:00	2023-04-04 20:10:00+00:00	7.0	7.0	7.0	7.5	14	7.0	1.2391666666666667	6.4111452044930095	edge_model	0.0	0.45041322314049587	0.5495867768595042	-0.5888547955069905	0.5888547955069905	0.5495867768595042	UNDER	True	False	8.25		oddsapi	4.0	2023-04-04 00:55:39+00:00	2023-04-04 01:40:00+00:00	closest_before_60m_conf_0.53_edge_0.50	1.25	-1.25	False	True	1.0	2023-04
2023-04-04	Colorado Rockies	Los Angeles Dodgers	7	10.357880605147406	4.286923	0.45524104341057137	0.45083406070868176	2023-04-04	8.5	4	oddsapi_snapshot	2023-04-04 00:55:39+00:00	2023-04-04 01:00:00+00:00	2023-04-04 02:10:00+00:00	8.5	8.5	8.5	8.5	7	8.5	1.2391666666666667	7.96577477618231	edge_model	0.0	0.45041322314049587	0.5495867768595042	-0.5342252238176899	0.5342252238176899	0.5495867768595042	UNDER	False	True	8.5		oddsapi	4.0	2023-04-04 00:55:39+00:00	2023-04-04 02:10:00+00:00	closest_before_60m_conf_0.53_edge_0.50	0.0	0.0	False	True	0.0	2023-04
2023-04-05	Atlanta Braves	St. Louis Cardinals	7	8.583249742505323	4.4305506	0.4298609758832772	0.4683774883548419	2023-04-05	9.0	4	oddsapi_snapshot	2023-04-05 15:55:40+00:00	2023-04-05 16:00:00+00:00	2023-04-05 17:15:00+00:00	9.0	9.0	9.0	9.0	7	9.0	1.3222222222222222	8.277982966822613	edge_model	0.0	0.43527367506516074	0.5647263249348393	-0.7220170331773872	0.7220170331773872	0.5647263249348393	UNDER	False	True	9.0		oddsapi	4.0	2023-04-05 15:55:40+00:00	2023-04-05 17:15:00+00:00	closest_before_60m_conf_0.53_edge_0.50	0.0	0.0	False	True	0.0	2023-04
2023-04-05	Baltimore Orioles	Texas Rangers	7	9.520472724427247	4.0150476	0.4598086710193474	0.4527394200364749	2023-04-05	7.5	4	oddsapi_snapshot	2023-04-05 15:55:40+00:00	2023-04-05 16:00:00+00:00	2023-04-05 18:05:00+00:00	7.5	7.5	7.5	7.5	7	7.5	2.1555555555555554	6.599379326710693	edge_model	0.0	0.45041322314049587	0.5495867768595042	-0.900620673289307	0.900620673289307	0.5495867768595042	UNDER	False	True	8.5		oddsapi	4.0	2023-04-04 21:55:40+00:00	2023-04-05 00:05:00+00:00	closest_before_60m_conf_0.53_edge_0.50	1.0	-1.0	False	True	0.0	2023-04
2023-04-05	Cleveland Guardians	Oakland Athletics	10	9.176583866202462	4.850583	0.4399786169746239	0.4654570321242015	2023-04-05	8.0	4	oddsapi_snapshot	2023-04-05 15:55:40+00:00	2023-04-05 16:00:00+00:00	2023-04-05 19:37:00+00:00	8.0	8.0	8.5	8.0	10	8.0	3.688888888888889	7.395532909973005	edge_model	0.0	0.45041322314049587	0.5495867768595042	-0.6044670900269953	0.6044670900269953	0.5495867768595042	UNDER	True	False	8.0		oddsapi	4.0	2023-04-05 18:55:41+00:00	2023-04-05 19:37:00+00:00	closest_before_60m_conf_0.53_edge_0.50	0.0	0.0	False	True	1.0	2023-04
2023-04-05	Detroit Tigers	Houston Astros	10	9.096320484225505	4.482283	0.4594471897104104	0.46111896137396496	2023-04-05	7.5	4	oddsapi_snapshot	2023-04-05 15:55:40+00:00	2023-04-05 16:00:00+00:00	2023-04-05 18:10:00+00:00	7.5	7.5	7.5	7.5	10	7.5	2.238888888888889	6.49457309364852	edge_model	0.0	0.45041322314049587	0.5495867768595042	-1.00542690635148	1.00542690635148	0.5495867768595042	UNDER	True	False	7.5		oddsapi	4.0	2023-04-04 21:55:40+00:00	2023-04-05 00:10:00+00:00	closest_before_60m_conf_0.53_edge_0.50	0.0	0.0	False	True	1.0	2023-04
2023-04-05	Los Angeles Angels	Seattle Mariners	7	9.300765446521103	4.0838413	0.4459348107793648	0.45206202814976376	2023-04-05	7.25	4	oddsapi_snapshot	2023-04-05 18:55:41+00:00	2023-04-05 19:00:00+00:00	2023-04-05 20:10:00+00:00	7.5	7.5	7.0	7.0	7	7.25	1.238611111111111	6.333948103551037	edge_model	0.0	0.45041322314049587	0.5495867768595042	-0.9160518964489626	0.9160518964489626	0.5495867768595042	UNDER	False	True	7.5		oddsapi	4.0	2023-04-05 00:55:39+00:00	2023-04-05 01:40:00+00:00	closest_before_60m_conf_0.53_edge_0.50	0.25	-0.25	False	True	0.0	2023-04
2023-04-05	Minnesota Twins	Miami Marlins	7	5.695817783433855	4.4109583	0.4412397380092461	0.47315384695927304	2023-04-05	7.0	4	oddsapi_snapshot	2023-04-05 15:55:40+00:00	2023-04-05 16:00:00+00:00	2023-04-05 17:10:00+00:00	7.0	7.0	7.0	7.0	7	7.0	1.238888888888889	6.281175789782514	edge_model	0.0	0.43527367506516074	0.5647263249348393	-0.7188242102174858	0.7188242102174858	0.5647263249348393	UNDER	False	True	7.0		oddsapi	4.0	2023-04-05 15:55:40+00:00	2023-04-05 17:10:00+00:00	closest_before_60m_conf_0.53_edge_0.50	0.0	0.0	False	True	0.0	2023-04
2023-04-05	New York Mets	Milwaukee Brewers	13	9.153043324702312	4.829048	0.4397185768106301	0.4647388185063998	2023-04-05	8.0	4	oddsapi_snapshot	2023-04-05 15:55:40+00:00	2023-04-05 16:00:00+00:00	2023-04-05 17:40:00+00:00	8.0	8.0	8.0	8.0	13	8.0	1.738888888888889	7.398216535851218	edge_model	0.0	0.45041322314049587	0.5495867768595042	-0.6017834641487818	0.6017834641487818	0.5495867768595042	UNDER	True	False	8.0		oddsapi	4.0	2023-04-05 15:55:40+00:00	2023-04-05 17:40:00+00:00	closest_before_60m_conf_0.53_edge_0.50	0.0	0.0	False	True	1.0	2023-04
2023-04-05	Philadelphia Phillies	New York Yankees	6	9.397006580417877	4.407621	0.4496121461608727	0.44160954157511395	2023-04-05	6.5	4	oddsapi_snapshot	2023-04-05 15:55:40+00:00	2023-04-05 16:00:00+00:00	2023-04-05 17:05:00+00:00	6.5	6.5	6.5	6.5	6	6.5	1.1555555555555554	5.625777368513603	edge_model	0.0	0.4561290322580645	0.5438709677419356	-0.874222631486397	0.874222631486397	0.5438709677419356	UNDER	False	True	6.5		oddsapi	4.0	2023-04-05 15:55:40+00:00	2023-04-05 17:05:00+00:00	closest_before_60m_conf_0.53_edge_0.50	0.0	0.0	False	True	0.0	2023-04
