month	games	mae	rmse	r2	bias	mean_predicted	mean_actual	mean_sigma	within_1sigma	within_2sigma	mean_high_tail_prob	mean_low_tail_prob	matched_games	win_rate	roi	brier	log_loss	train_games
2024-04	373	3.4561521395282244	4.273224491988634	-0.009705273886639887	-0.3739956559470325	8.97185088382907	8.597855227882038	4.546424865722656	0.6997319034852547	0.9731903485254692	0.4088513479759548	0.4471403812824955	330	0.5060606060606061	-3.3884297520661173	0.2554584869398999	0.7039382601523654	7019
2024-05	409	3.361639867743869	4.272238863993187	-0.02624381764452588	-0.21501939556776528	8.701571962804929	8.486552567237164	4.452171802520752	0.7237163814180929	0.960880195599022	0.3999311975098308	0.4547206165703274	361	0.5096952908587258	-2.6945353815159887	0.2566218286182354	0.7068568595226379	7392
2024-06	400	3.403726552510419	4.223671613552971	0.04401186053797412	0.24851391504577183	8.668986084954229	8.9175	4.460019111633301	0.715	0.9675	0.37225312689620066	0.4803758982863461	344	0.49127906976744184	-6.210359408033829	0.24882427636184057	0.6904016592645787	7801
2024-07	369	3.362567849683876	4.336784096786309	0.04425429670115366	0.21810348716484684	8.925527949149515	9.143631436314363	4.447035312652588	0.6991869918699187	0.964769647696477	0.3754906549085191	0.45630301115287747	311	0.572347266881029	9.26629640456007	0.23796484065333634	0.668260609897789	8201
2024-08	413	3.3389233808884957	4.169804806578651	0.061058416265939996	0.05770492157658766	8.95682292345973	9.01452784503632	4.369248390197754	0.6949152542372882	0.9733656174334141	0.38573290054368464	0.4543219991806637	348	0.5574712643678161	6.426332288401248	0.24710449297512746	0.6873400210632559	8570
2024-09	383	3.343222075963289	4.197300436359349	0.05575830357657674	-0.5136895919516203	8.913167398740132	8.399477806788513	4.363996982574463	0.6892950391644909	0.9660574412532638	0.399659739672211	0.4447151968475713	335	0.4746268656716418	-9.38941655359566	0.2546535190875106	0.7024507969784288	8983
