games	mae	rmse	r2	bias	mean_predicted	mean_actual	mean_sigma	within_1sigma	within_2sigma	month
239	3.8127096048372695	4.509854179102346	-0.1847366571690059	-1.5238023657884816	9.519618265370076	7.99581589958159	4.505451202392578	0.6401673640167364	0.9623430962343096	2022-04
420	3.586804829919958	4.665717224727115	-0.0005257915098226817	0.18347697233319293	8.671284932428712	8.854761904761904	5.103283882141113	0.7404761904761905	0.9595238095238096	2022-05
404	3.6000821472048843	4.608970813361845	-0.006599154282046271	0.07186326347611281	8.903384261276363	8.975247524752476	4.689058303833008	0.7029702970297029	0.9554455445544554	2022-06
390	3.203183283768146	4.117397271467858	-0.012148417674912038	-0.2887628269727457	8.924660262870184	8.635897435897435	4.7081427574157715	0.7692307692307693	0.9846153846153847	2022-07
420	3.4115566333396057	4.349897767031368	0.026314038677237694	-0.1747001857021059	8.622319233321154	8.447619047619048	4.560740947723389	0.7261904761904762	0.9666666666666667	2022-08
401	3.3091650540014808	4.370294790166532	-0.018272899653922314	0.5247108798030499	7.891747973064781	8.41645885286783	4.704579830169678	0.7655860349127181	0.9675810473815462	2022-09
78	3.0705615094698655	3.895215793169225	-0.09378102946181732	-0.5078450334827667	8.507845033482766	8.0	4.46233606338501	0.782051282051282	0.9743589743589743	2022-10
