season	halflife	window_days	min_games	l2_penalty	games	coverage	mae	rmse	mean_total_error	calibration_abs_error_8_5
2025	120.0	540	50	0.05	2428	1.0	3.6263323723228997	4.580845443152685	-0.07603006589785832	0.06615160619584788
2025	120.0	720	50	0.05	2428	1.0	3.6268360790774303	4.579666284252987	-0.06064662273476108	0.06712262961210742
2025	90.0	720	50	0.05	2428	1.0	3.629209225700165	4.586324982324365	-0.07017133443163101	0.06957480926228486
2025	90.0	540	50	0.1	2428	1.0	3.629593492586491	4.586990173718397	-0.07645016474464582	0.06815979082534314
2025	90.0	540	50	0.01	2428	1.0	3.6299851729818777	4.587282159805936	-0.07652883031301481	0.06894662212584161
