game_id	date	home_team_id	away_team_id	home_off_elo	home_def_elo	away_off_elo	away_def_elo	elo_expected_total	elo_offense_sum	elo_matchup_score	elo_home_edge
634480	2021-04-18	133	116	1500.69	1474.82	1394.71	1430.49	9.12	2895.4	-9.92	150.31
634487	2021-04-18	113	114	1653.43	1515.16	1407.15	1610.39	8.955	3060.58	-64.97	151.06
634488	2021-04-18	135	119	1429.84	1618.36	1621.49	1649.04	8.502	3051.33	-216.08	-222.33
634493	2021-04-18	120	109	1421.49	1498.01	1490.12	1432.49	9.093	2911.61	-18.89	-3.11
634498	2021-04-18	143	138	1440.81	1516.19	1549.02	1407.56	9.348	2989.82	66.08	0.42
634506	2021-04-18	112	144	1384.88	1504.94	1513.7	1396.1	9.143	2898.58	-2.46	-19.98
634511	2021-04-18	140	110	1415.37	1494.23	1469.61	1503.23	8.813	2884.98	-112.48	-63.24
634518	2021-04-18	111	145	1635.06	1564.55	1534.95	1564.01	9.274	3170.01	41.45	100.65
634532	2021-04-18	111	145	1604.15	1559.84	1539.66	1594.92	9.117	3143.81	-10.94	29.42
634538	2021-04-18	136	117	1453.61	1505.59	1501.32	1515.38	8.952	2954.93	-66.03	-57.51
634396	2021-04-19	118	139	1466.24	1552.51	1470.83	1448.0	8.96	2937.08	-63.43	99.92
634399	2021-04-19	135	158	1437.9	1638.44	1488.86	1603.7	8.204	2926.76	-315.37	-16.23
634421	2021-04-19	136	119	1473.89	1525.48	1601.41	1640.98	8.877	3075.3	-91.16	-243.02
634431	2021-04-19	120	138	1400.55	1493.82	1512.23	1429.56	9.118	2912.78	-10.6	-47.41
634445	2021-04-19	111	145	1582.73	1571.35	1528.14	1616.34	8.92	3110.87	-76.82	9.6
634457	2021-04-19	143	137	1418.81	1552.98	1362.8	1674.8	7.812	2781.61	-446.16	-65.81
634536	2021-04-19	108	140	1582.94	1447.05	1388.28	1529.64	9.134	2971.23	-5.46	112.07
634392	2021-04-20	135	158	1412.68	1646.85	1480.45	1628.92	8.002	2893.13	-382.64	-49.85
634397	2021-04-20	114	145	1421.74	1624.63	1525.18	1564.73	8.423	2946.92	-242.44	-43.55
634398	2021-04-20	108	140	1576.47	1433.64	1401.69	1536.12	9.175	2978.16	8.4	72.29
634406	2021-04-20	115	117	1448.18	1490.34	1481.43	1495.1	8.982	2929.6	-55.84	-38.0
634407	2021-04-20	118	139	1436.6	1554.55	1468.79	1477.64	8.77	2905.4	-126.79	44.72
634408	2021-04-20	113	109	1639.2	1500.57	1494.31	1453.42	9.689	3133.51	179.52	192.04
634409	2021-04-20	111	141	1634.34	1574.32	1450.35	1615.68	8.834	3084.69	-105.31	142.62
634411	2021-04-20	112	121	1379.95	1437.15	1417.62	1583.99	8.479	2797.57	-223.57	-184.51
634417	2021-04-20	136	119	1472.7	1539.31	1587.59	1642.17	8.786	3060.29	-121.19	-217.75
634422	2021-04-20	147	144	1396.46	1513.87	1581.49	1401.03	9.339	2977.96	63.06	-72.19
634427	2021-04-20	146	110	1500.8	1519.39	1434.2	1530.32	8.806	2935.0	-114.72	55.66
634439	2021-04-20	143	137	1387.75	1568.41	1347.36	1705.85	7.533	2735.12	-539.15	-97.05
634466	2021-04-20	133	142	1485.81	1492.9	1500.09	1520.78	9.067	2985.9	-27.78	-42.17
634490	2021-04-20	133	142	1457.45	1529.07	1463.92	1549.14	8.679	2921.36	-156.85	-26.54
634509	2021-04-20	120	138	1404.05	1434.26	1571.79	1426.06	9.497	2975.83	115.51	-159.53
634390	2021-04-21	116	134	1376.63	1445.38	1477.05	1449.88	9.025	2853.67	-41.58	-104.92
634405	2021-04-21	120	138	1391.38	1457.56	1548.49	1438.73	9.281	2939.86	43.57	-138.28
634423	2021-04-21	116	134	1357.19	1458.14	1464.29	1469.32	8.832	2821.47	-105.99	-118.28
634424	2021-04-21	115	117	1460.1	1510.13	1461.64	1483.17	8.935	2921.74	-71.56	25.42
634428	2021-04-21	143	137	1414.19	1519.11	1396.67	1679.42	7.987	2810.86	-387.67	-142.79
634430	2021-04-21	108	140	1586.3	1452.87	1382.46	1526.29	9.119	2968.75	-10.4	130.42
634440	2021-04-21	133	142	1478.45	1563.51	1429.48	1528.14	8.599	2907.93	-183.72	84.33
634444	2021-04-21	113	109	1629.54	1496.42	1498.46	1463.08	9.656	3128.0	168.5	164.42
634446	2021-04-21	118	139	1456.39	1476.49	1546.85	1457.85	9.357	3003.24	68.9	-71.83
634453	2021-04-21	112	121	1371.65	1464.68	1390.09	1592.29	8.264	2761.74	-295.24	-146.05
