date	away_team	home_team	predicted_total	market_adjusted_total	prediction_std	close_total_line	edge	p_over	bet	actual_total	bet_won
2021-04-11	Cincinnati Reds	Arizona Diamondbacks	8.693346248560513	8.145544188792286	5.0714397	9.0	-0.8544558112077141	0.43310131477184843	UNDER	7.0	True
2021-04-11	Washington Nationals	Los Angeles Dodgers	7.527738870564983	6.718179416132211	4.640329	7.5	-0.7818205838677894	0.43310131477184843	UNDER	3.0	True
2021-04-11	Philadelphia Phillies	Atlanta Braves	9.68335116969256	8.908965743361096	4.4794807	9.0	-0.09103425663890441	0.4918930527220016	UNDER	13.0	False
2021-04-11	Kansas City Royals	Chicago White Sox	7.120794452117762	6.562166547660242	4.9557314	8.5	-1.937833452339758	0.34788799240626483	UNDER	7.0	True
2021-04-11	New York Yankees	Tampa Bay Rays	9.795769817266523	8.39786751555258	5.025586	8.5	-0.10213248444742007	0.4918930527220016	UNDER	12.0	False
2021-04-12	Texas Rangers	Tampa Bay Rays	12.923221660309034	11.80287421707353	6.0	7.0	4.80287421707353	0.6717355371900828	OVER	1.0	False
2021-04-12	Miami Marlins	Atlanta Braves	7.610899683854732	7.828255281044598	3.9869971	8.5	-0.6717447189554022	0.43310131477184843	UNDER	8.0	True
2021-04-12	Detroit Tigers	Houston Astros	10.595009256553821	10.19513626053305	4.7173867	9.0	1.1951362605330509	0.6	OVER	8.0	False
2021-04-12	Chicago Cubs	Milwaukee Brewers	7.383190741266245	6.731194700495003	4.523466	8.5	-1.7688052995049972	0.34788799240626483	UNDER	9.0	False
2021-04-12	San Diego Padres	Pittsburgh Pirates	9.866890177902292	7.313425986061717	5.1003675	7.5	-0.18657401393828277	0.4918930527220016	UNDER	8.0	False
2021-04-12	Washington Nationals	St. Louis Cardinals	7.954177103568128	6.686279064609915	4.6383314	8.5	-1.8137209353900854	0.34788799240626483	UNDER	7.0	True
2021-04-12	Los Angeles Angels	Kansas City Royals	15.923604329795838	11.668263453929738	6.0	9.0	2.668263453929738	0.6717355371900828	OVER	13.0	True
2021-04-12	New York Yankees	Toronto Blue Jays	6.043890199491165	7.17274340239296	4.672947	9.0	-1.8272565976070396	0.34788799240626483	UNDER	4.0	True
