date	away_team	home_team	commence_time	snapshot_ts	requested_snapshot_ts	close_total_line	num_books	close_total_line	fanduel_line	pinnacle_line	betmgm_line	draftkings_line	actual_total	season
2022-05-25	Los Angeles Dodgers	Washington Nationals	2022-05-25 20:06:00+00:00	2022-05-25 18:55:00+00:00	2022-05-25 19:00:00+00:00	8.5	4	8.5	8.5	8.5	8.5	8.5	1.0	2022.0
2022-05-25	Miami Marlins	Tampa Bay Rays	2022-05-25 22:41:00+00:00	2022-05-25 21:55:00+00:00	2022-05-25 22:00:00+00:00	7.0	4	7.0	7.0	7.0	7.0	7.0	9.0	2022.0
2022-05-25	Milwaukee Brewers	San Diego Padres	2022-05-25 01:41:00+00:00	2022-05-25 00:55:00+00:00	2022-05-25 01:00:00+00:00	6.5	4	6.5	6.5	6.5	6.5	6.5	3.0	2022.0
2022-05-25	New York Mets	San Francisco Giants	2022-05-25 01:46:00+00:00	2022-05-25 00:55:00+00:00	2022-05-25 01:00:00+00:00	7.5	4	7.5	7.5	7.5	7.5	7.5	12.0	2022.0
2022-05-25	Oakland Athletics	Seattle Mariners	2022-05-25 01:41:00+00:00	2022-05-25 00:55:00+00:00	2022-05-25 01:00:00+00:00	7.5	4	7.5	7.5	7.5	7.0	7.5	6.0	2022.0
2022-05-25	Philadelphia Phillies	Atlanta Braves	2022-05-25 23:21:00+00:00	2022-05-25 21:55:00+00:00	2022-05-25 22:00:00+00:00	9.0	4	9.0	9.0	9.0	9.0	9.0	12.0	2022.0
2022-05-25	Texas Rangers	Los Angeles Angels	2022-05-25 01:39:00+00:00	2022-05-25 00:55:00+00:00	2022-05-25 01:00:00+00:00	8.25	4	8.25	8.0	8.5	8.0	8.5	9.0	2022.0
2022-05-26	Boston Red Sox	Chicago White Sox	2022-05-26 00:11:00+00:00	2022-05-25 21:55:00+00:00	2022-05-25 22:00:00+00:00	7.5	4	7.5	7.5	7.5	7.5	7.5	23.0	2022.0
2022-05-26	Chicago Cubs	Cincinnati Reds	2022-05-26 16:36:00+00:00	2022-05-26 15:55:00+00:00	2022-05-26 16:00:00+00:00	9.0	4	9.0	9.0	9.0	9.0	9.0	25.0	2022.0
2022-05-26	Cleveland Guardians	Detroit Tigers	2022-05-26 23:11:00+00:00	2022-05-26 21:55:00+00:00	2022-05-26 22:00:00+00:00	7.0	4	7.0	7.0	7.0	7.0	7.0	7.0	2022.0
2022-05-26	Cleveland Guardians	Houston Astros	2022-05-26 00:11:00+00:00	2022-05-25 21:55:00+00:00	2022-05-25 22:00:00+00:00	8.25	4	8.25	8.5	8.0	8.5	8.0		
2022-05-26	Colorado Rockies	Washington Nationals	2022-05-26 23:06:00+00:00	2022-05-26 21:55:00+00:00	2022-05-26 22:00:00+00:00	8.5	4	8.5	8.5	8.5	8.5	8.5	10.0	2022.0
2022-05-26	Kansas City Royals	Minnesota Twins	2022-05-26 23:41:00+00:00	2022-05-26 21:55:00+00:00	2022-05-26 22:00:00+00:00	8.0	4	8.0	8.5	8.0	8.0	8.0	5.0	2022.0
2022-05-26	Milwaukee Brewers	St. Louis Cardinals	2022-05-26 23:46:00+00:00	2022-05-26 21:55:00+00:00	2022-05-26 22:00:00+00:00	7.5	4	7.5	7.5	7.5	7.5	7.5	7.0	2022.0
2022-05-26	New York Yankees	Tampa Bay Rays	2022-05-26 22:41:00+00:00	2022-05-26 21:55:00+00:00	2022-05-26 22:00:00+00:00	7.0	4	7.0	7.0	7.0	7.0	7.0	9.0	2022.0
2022-05-26	Philadelphia Phillies	Atlanta Braves	2022-05-26 23:21:00+00:00	2022-05-26 21:55:00+00:00	2022-05-26 22:00:00+00:00	8.0	4	8.0	8.0	8.0	8.0	8.0	5.0	2022.0
2022-05-26	Texas Rangers	Los Angeles Angels	2022-05-26 01:39:00+00:00	2022-05-26 00:55:00+00:00	2022-05-26 01:00:00+00:00	9.0	4	9.0	9.0	9.0	9.0	9.0		
2022-05-27	Baltimore Orioles	Boston Red Sox	2022-05-27 23:11:00+00:00	2022-05-27 21:55:00+00:00	2022-05-27 22:00:00+00:00	10.0	4	10.0	10.0	10.0	10.0	10.0	20.0	2022.0
2022-05-27	Boston Red Sox	Chicago White Sox	2022-05-27 00:11:00+00:00	2022-05-26 21:55:00+00:00	2022-05-26 22:00:00+00:00	9.0	4	9.0	9.0	9.0	9.0	9.0		
2022-05-27	Cleveland Guardians	Detroit Tigers	2022-05-27 23:11:00+00:00	2022-05-27 21:55:00+00:00	2022-05-27 22:00:00+00:00	7.5	4	7.5	7.5	7.5	7.5	7.5		
2022-05-27	Colorado Rockies	Washington Nationals	2022-05-27 23:06:00+00:00	2022-05-27 21:55:00+00:00	2022-05-27 22:00:00+00:00	9.5	4	9.5	9.5	9.5	9.5	9.5		
2022-05-27	Los Angeles Dodgers	Arizona Diamondbacks	2022-05-27 01:41:00+00:00	2022-05-27 00:55:00+00:00	2022-05-27 01:00:00+00:00	9.5	4	9.5	9.5	9.5	9.5	9.5	10.0	2022.0
2022-05-27	Miami Marlins	Atlanta Braves	2022-05-27 23:21:00+00:00	2022-05-27 21:55:00+00:00	2022-05-27 22:00:00+00:00	9.0	4	9.0	9.0	9.0	9.0	9.0	10.0	2022.0
2022-05-27	New York Yankees	Tampa Bay Rays	2022-05-27 23:11:00+00:00	2022-05-27 21:55:00+00:00	2022-05-27 22:00:00+00:00	7.0	4	7.0	7.0	7.0	7.0	7.0	2.0	2022.0
2022-05-27	Philadelphia Phillies	New York Mets	2022-05-27 23:11:00+00:00	2022-05-27 21:55:00+00:00	2022-05-27 22:00:00+00:00	8.5	4	8.5	8.5	8.5	8.5	8.5	14.0	2022.0
2022-05-27	San Francisco Giants	Cincinnati Reds	2022-05-27 22:40:00+00:00	2022-05-27 21:55:00+00:00	2022-05-27 22:00:00+00:00	8.25	4	8.25	8.5	8.0	8.5	8.0	6.0	2022.0
2022-05-27	Texas Rangers	Oakland Athletics	2022-05-27 01:41:00+00:00	2022-05-27 00:55:00+00:00	2022-05-27 01:00:00+00:00	7.0	4	7.0	7.0	7.0	7.0	7.0	13.0	2022.0
2022-05-27	Toronto Blue Jays	Los Angeles Angels	2022-05-27 01:39:00+00:00	2022-05-27 00:55:00+00:00	2022-05-27 01:00:00+00:00	7.5	4	7.5	7.5	7.5	7.5	7.5	7.0	2022.0
2022-05-28	Baltimore Orioles	Boston Red Sox	2022-05-28 16:10:00+00:00	2022-05-28 15:55:00+00:00	2022-05-28 16:00:00+00:00	9.5	4	9.5	9.5	9.5	9.5	9.5	6.0	2022.0
2022-05-28	Chicago Cubs	Chicago White Sox	2022-05-28 23:16:00+00:00	2022-05-28 21:55:00+00:00	2022-05-28 22:00:00+00:00	8.0	4	8.0	8.0	8.0	8.0	8.0	6.0	2022.0
2022-05-28	Cleveland Guardians	Detroit Tigers	2022-05-28 20:11:00+00:00	2022-05-28 18:55:00+00:00	2022-05-28 19:00:00+00:00	7.5	4	7.5	7.5	7.5	7.0	7.5	9.0	2022.0
2022-05-28	Colorado Rockies	Washington Nationals	2022-05-28 22:05:00+00:00	2022-05-28 21:55:00+00:00	2022-05-28 22:00:00+00:00	9.5	3	9.5	9.5	9.0	9.5	9.0	20.0	2022.0
2022-05-28	Houston Astros	Seattle Mariners	2022-05-28 01:41:00+00:00	2022-05-28 00:55:00+00:00	2022-05-28 01:00:00+00:00	7.5	4	7.5	7.5	7.5	7.5	7.5	6.0	2022.0
2022-05-28	Kansas City Royals	Minnesota Twins	2022-05-28 00:11:00+00:00	2022-05-27 21:55:00+00:00	2022-05-27 22:00:00+00:00	8.5	4	8.5	8.0	8.5	8.5	8.5	10.0	2022.0
2022-05-28	Los Angeles Dodgers	Arizona Diamondbacks	2022-05-28 01:41:00+00:00	2022-05-28 00:55:00+00:00	2022-05-28 01:00:00+00:00	10.5	4	10.5	10.5	10.5	10.5	11.0	5.0	2022.0
2022-05-28	Miami Marlins	Atlanta Braves	2022-05-28 20:10:00+00:00	2022-05-28 18:55:00+00:00	2022-05-28 19:00:00+00:00	8.75	4	8.75	8.5	9.0	8.5	9.0	5.0	2022.0
2022-05-28	Milwaukee Brewers	St. Louis Cardinals	2022-05-28 00:16:00+00:00	2022-05-27 21:55:00+00:00	2022-05-27 22:00:00+00:00	7.0	4	7.0	7.0	7.0	7.0	7.0	11.0	2022.0
2022-05-28	New York Yankees	Tampa Bay Rays	2022-05-28 20:11:00+00:00	2022-05-28 18:55:00+00:00	2022-05-28 19:00:00+00:00	7.0	4	7.0	7.0	7.0	6.5	7.0	4.0	2022.0
2022-05-28	Philadelphia Phillies	New York Mets	2022-05-28 23:16:00+00:00	2022-05-28 21:55:00+00:00	2022-05-28 22:00:00+00:00	8.5	4	8.5	8.5	8.5	8.5	8.5	10.0	2022.0
2022-05-28	Pittsburgh Pirates	San Diego Padres	2022-05-28 01:41:00+00:00	2022-05-28 00:55:00+00:00	2022-05-28 01:00:00+00:00	7.0	4	7.0	7.0	7.0	7.0	7.0	6.0	2022.0
2022-05-28	San Francisco Giants	Cincinnati Reds	2022-05-28 20:10:00+00:00	2022-05-28 18:55:00+00:00	2022-05-28 19:00:00+00:00	9.75	4	9.75	10.0	9.5	10.0	9.5	5.0	2022.0
2022-05-28	Texas Rangers	Oakland Athletics	2022-05-28 01:41:00+00:00	2022-05-28 00:55:00+00:00	2022-05-28 01:00:00+00:00	7.0	4	7.0	7.5	7.0	7.0	7.0	15.0	2022.0
2022-05-28	Toronto Blue Jays	Los Angeles Angels	2022-05-28 01:39:00+00:00	2022-05-28 00:55:00+00:00	2022-05-28 01:00:00+00:00	8.0	4	8.0	7.5	8.0	8.0	8.0	11.0	2022.0
2022-05-29	Baltimore Orioles	Boston Red Sox	2022-05-29 17:36:00+00:00	2022-05-29 15:55:00+00:00	2022-05-29 16:00:00+00:00	9.5	4	9.5	9.5	9.0	9.5	9.5	14.0	2022.0
2022-05-29	Chicago Cubs	Chicago White Sox	2022-05-29 18:11:00+00:00	2022-05-29 15:55:00+00:00	2022-05-29 16:00:00+00:00	7.25	4	7.25	7.0	7.5	7.0	7.5	9.0	2022.0
2022-05-29	Cleveland Guardians	Detroit Tigers	2022-05-29 17:41:00+00:00	2022-05-29 15:55:00+00:00	2022-05-29 16:00:00+00:00	8.0	4	8.0	8.0	8.0	8.0	8.0	3.0	2022.0
2022-05-29	Colorado Rockies	Washington Nationals	2022-05-29 17:37:00+00:00	2022-05-29 15:55:00+00:00	2022-05-29 16:00:00+00:00	9.0	4	9.0	9.0	9.0	9.5	9.0	11.0	2022.0
2022-05-29	Houston Astros	Seattle Mariners	2022-05-29 02:11:00+00:00	2022-05-29 00:55:00+00:00	2022-05-29 01:00:00+00:00	7.5	4	7.5	7.5	7.5	7.5	7.5	3.0	2022.0
2022-05-29	Kansas City Royals	Minnesota Twins	2022-05-29 18:11:00+00:00	2022-05-29 15:55:00+00:00	2022-05-29 16:00:00+00:00	8.5	4	8.5	8.5	8.5	8.5	8.5	10.0	2022.0
2022-05-29	Los Angeles Dodgers	Arizona Diamondbacks	2022-05-29 20:11:00+00:00	2022-05-29 18:55:00+00:00	2022-05-29 19:00:00+00:00	9.0	4	9.0	9.0	9.0	9.0	9.0	4.0	2022.0
2022-05-29	Miami Marlins	Atlanta Braves	2022-05-29 17:36:00+00:00	2022-05-29 15:55:00+00:00	2022-05-29 16:00:00+00:00	8.0	4	8.0	8.0	8.0	8.0	8.0	9.0	2022.0
2022-05-29	Milwaukee Brewers	St. Louis Cardinals	2022-05-29 18:16:00+00:00	2022-05-29 15:55:00+00:00	2022-05-29 16:00:00+00:00	7.0	4	7.0	7.0	7.0	7.0	7.0	8.0	2022.0
2022-05-29	New York Yankees	Tampa Bay Rays	2022-05-29 17:41:00+00:00	2022-05-29 15:55:00+00:00	2022-05-29 16:00:00+00:00	6.5	4	6.5	6.5	6.5	6.5	6.5	6.0	2022.0
2022-05-29	Philadelphia Phillies	New York Mets	2022-05-29 23:09:00+00:00	2022-05-29 21:55:00+00:00	2022-05-29 22:00:00+00:00	7.5	4	7.5	7.5	7.5	7.5	7.5	9.0	2022.0
2022-05-29	Pittsburgh Pirates	San Diego Padres	2022-05-29 02:11:00+00:00	2022-05-29 00:55:00+00:00	2022-05-29 01:00:00+00:00	7.0	4	7.0	7.0	7.0	7.0	7.0	6.0	2022.0
2022-05-29	San Francisco Giants	Cincinnati Reds	2022-05-29 15:36:00+00:00	2022-05-29 12:55:00+00:00	2022-05-29 13:00:00+00:00	9.0	4	9.0	8.5	9.0	9.0	9.0	10.0	2022.0
2022-05-29	Texas Rangers	Oakland Athletics	2022-05-29 20:08:00+00:00	2022-05-29 18:55:00+00:00	2022-05-29 19:00:00+00:00	7.5	4	7.5	7.5	7.5	7.5	7.5	11.0	2022.0
2022-05-29	Toronto Blue Jays	Los Angeles Angels	2022-05-29 02:08:00+00:00	2022-05-29 00:55:00+00:00	2022-05-29 01:00:00+00:00	8.5	4	8.5	8.5	8.5	8.5	8.5	21.0	2022.0
2022-05-30	Baltimore Orioles	Boston Red Sox	2022-05-30 23:11:00+00:00	2022-05-30 21:55:00+00:00	2022-05-30 22:00:00+00:00	9.75	4	9.75	10.0	9.5	10.0	9.5	10.0	2022.0
2022-05-30	Houston Astros	Oakland Athletics	2022-05-30 20:08:00+00:00	2022-05-30 18:55:00+00:00	2022-05-30 19:00:00+00:00	7.5	4	7.5	7.5	7.5	7.5	7.5	6.0	2022.0
2022-05-30	Kansas City Royals	Cleveland Guardians	2022-05-30 22:11:00+00:00	2022-05-30 21:55:00+00:00	2022-05-30 22:00:00+00:00	10.5	4	10.5	10.5	10.5	10.5	10.5	10.0	2022.0
2022-05-30	Miami Marlins	Colorado Rockies	2022-05-30 20:11:00+00:00	2022-05-30 18:55:00+00:00	2022-05-30 19:00:00+00:00	10.5	4	10.5	10.5	10.5	10.5	10.5	8.0	2022.0
2022-05-30	Milwaukee Brewers	Chicago Cubs	2022-05-30 17:05:00+00:00	2022-05-30 15:55:00+00:00	2022-05-30 16:00:00+00:00	11.5	4	11.5	11.5	11.5	11.5	11.5	13.0	2022.0
2022-05-30	Minnesota Twins	Detroit Tigers	2022-05-30 17:11:00+00:00	2022-05-30 15:55:00+00:00	2022-05-30 16:00:00+00:00	9.0	4	9.0	9.0	9.0	9.0	9.0	12.0	2022.0
2022-05-30	San Diego Padres	St. Louis Cardinals	2022-05-30 18:16:00+00:00	2022-05-30 15:55:00+00:00	2022-05-30 16:00:00+00:00	9.0	4	9.0	8.5	9.0	9.0	9.0	9.0	2022.0
2022-05-30	San Francisco Giants	Philadelphia Phillies	2022-05-30 20:06:00+00:00	2022-05-30 18:55:00+00:00	2022-05-30 19:00:00+00:00	9.25	4	9.25	9.5	9.0	9.5	9.0	9.0	2022.0
2022-05-30	Washington Nationals	New York Mets	2022-05-30 23:11:00+00:00	2022-05-30 21:55:00+00:00	2022-05-30 22:00:00+00:00	9.0	4	9.0	9.0	9.0	8.5	9.0	18.0	2022.0
2022-05-31	Atlanta Braves	Arizona Diamondbacks	2022-05-31 00:11:00+00:00	2022-05-30 21:55:00+00:00	2022-05-30 22:00:00+00:00	8.5	4	8.5	8.5	8.5	8.5	8.5	15.0	2022.0
2022-05-31	Chicago White Sox	Toronto Blue Jays	2022-05-31 23:07:00+00:00	2022-05-31 21:55:00+00:00	2022-05-31 22:00:00+00:00	7.5	4	7.5	7.5	7.5	7.5	7.5	11.0	2022.0
2022-05-31	Cincinnati Reds	Boston Red Sox	2022-05-31 23:11:00+00:00	2022-05-31 21:55:00+00:00	2022-05-31 22:00:00+00:00	8.5	4	8.5	8.5	8.5	8.5	8.5	3.0	2022.0
2022-05-31	Kansas City Royals	Cleveland Guardians	2022-05-31 22:11:00+00:00	2022-05-31 21:55:00+00:00	2022-05-31 22:00:00+00:00	9.0	4	9.0	9.0	9.0	9.0	9.5	11.0	2022.0
2022-05-31	Los Angeles Angels	New York Yankees	2022-05-31 23:05:00+00:00	2022-05-31 21:55:00+00:00	2022-05-31 22:00:00+00:00	8.5	4	8.5	8.5	8.5	8.5	8.5	10.0	2022.0
2022-05-31	Minnesota Twins	Detroit Tigers	2022-05-31 17:11:00+00:00	2022-05-31 15:55:00+00:00	2022-05-31 16:00:00+00:00	8.5	4	8.5	8.5	9.0	8.5	8.5	4.0	2022.0
2022-05-31	Pittsburgh Pirates	Los Angeles Dodgers	2022-05-31 02:11:00+00:00	2022-05-31 00:55:00+00:00	2022-05-31 01:00:00+00:00	8.0	4	8.0	8.0	8.0	8.5	8.0	8.0	2022.0
2022-05-31	San Diego Padres	St. Louis Cardinals	2022-05-31 23:46:00+00:00	2022-05-31 21:55:00+00:00	2022-05-31 22:00:00+00:00	8.5	4	8.5	8.5	8.5	8.5	8.5	5.0	2022.0
2022-05-31	San Francisco Giants	Philadelphia Phillies	2022-05-31 22:46:00+00:00	2022-05-31 21:55:00+00:00	2022-05-31 22:00:00+00:00	9.0	4	9.0	9.0	9.0	9.0	9.0	11.0	2022.0
2022-05-31	Seattle Mariners	Baltimore Orioles	2022-05-31 23:06:00+00:00	2022-05-31 21:55:00+00:00	2022-05-31 22:00:00+00:00	9.0	4	9.0	9.0	9.0	9.0	9.0	10.0	2022.0
2022-05-31	Tampa Bay Rays	Texas Rangers	2022-05-31 00:06:00+00:00	2022-05-30 21:55:00+00:00	2022-05-30 22:00:00+00:00	8.0	4	8.0	8.5	8.0	8.0	8.0	3.0	2022.0
2022-05-31	Washington Nationals	New York Mets	2022-05-31 23:10:00+00:00	2022-05-31 21:55:00+00:00	2022-05-31 22:00:00+00:00	9.25	4	9.25	9.5	9.0	9.5	9.0	10.0	2022.0
2022-06-01	Atlanta Braves	Arizona Diamondbacks	2022-06-01 01:41:00+00:00	2022-06-01 00:55:00+00:00	2022-06-01 01:00:00+00:00	9.5	4	9.5	9.5	9.5	9.5	9.5	6.0	2022.0
2022-06-01	Chicago White Sox	Toronto Blue Jays	2022-06-01 23:08:00+00:00	2022-06-01 21:55:00+00:00	2022-06-01 22:00:00+00:00	8.5	4	8.5	8.5	8.5	8.5	8.5	10.0	2022.0
2022-06-01	Cincinnati Reds	Boston Red Sox	2022-06-01 23:11:00+00:00	2022-06-01 21:55:00+00:00	2022-06-01 22:00:00+00:00	8.5	4	8.5	8.5	8.5	8.5	8.5	8.0	2022.0
2022-06-01	Houston Astros	Oakland Athletics	2022-06-01 19:38:00+00:00	2022-06-01 18:55:00+00:00	2022-06-01 19:00:00+00:00	7.5	4	7.5	7.5	7.5	7.0	7.5	9.0	2022.0
2022-06-01	Kansas City Royals	Cleveland Guardians	2022-06-01 17:11:00+00:00	2022-06-01 15:55:00+00:00	2022-06-01 16:00:00+00:00	9.0	4	9.0	9.0	9.0	9.0	9.0	4.0	2022.0
2022-06-01	Los Angeles Angels	New York Yankees	2022-06-01 23:06:00+00:00	2022-06-01 21:55:00+00:00	2022-06-01 22:00:00+00:00	8.0	4	8.0	8.0	8.0	8.0	8.0		
2022-06-01	Miami Marlins	Colorado Rockies	2022-06-01 22:55:00+00:00	2022-06-01 21:55:00+00:00	2022-06-01 22:00:00+00:00	10.0	4	10.0	10.0	15.5	10.0	10.0	25.0	2022.0
2022-06-01	Milwaukee Brewers	Chicago Cubs	2022-06-01 00:05:00+00:00	2022-05-31 21:55:00+00:00	2022-05-31 22:00:00+00:00	9.5	4	9.5	9.5	9.5	9.5	9.5	7.0	2022.0
2022-06-01	Minnesota Twins	Detroit Tigers	2022-06-01 23:11:00+00:00	2022-06-01 21:55:00+00:00	2022-06-01 22:00:00+00:00	7.25	4	7.25	7.5	7.0	7.5	7.0	5.0	2022.0
2022-06-01	Pittsburgh Pirates	Los Angeles Dodgers	2022-06-01 02:11:00+00:00	2022-06-01 00:55:00+00:00	2022-06-01 01:00:00+00:00	8.5	4	8.5	8.5	8.5	8.5	8.5	12.0	2022.0
2022-06-01	San Diego Padres	St. Louis Cardinals	2022-06-01 17:16:00+00:00	2022-06-01 15:55:00+00:00	2022-06-01 16:00:00+00:00	8.0	4	8.0	8.0	8.0	8.0	8.0	7.0	2022.0
2022-06-01	San Francisco Giants	Philadelphia Phillies	2022-06-01 22:06:00+00:00	2022-06-01 21:55:00+00:00	2022-06-01 22:00:00+00:00	7.5	4	7.5	7.5	7.5	7.5	7.5	11.0	2022.0
2022-06-01	Seattle Mariners	Baltimore Orioles	2022-06-01 23:06:00+00:00	2022-06-01 21:55:00+00:00	2022-06-01 22:00:00+00:00	8.5	4	8.5	8.5	9.0	8.5	8.5	11.0	2022.0
2022-06-01	Tampa Bay Rays	Texas Rangers	2022-06-01 00:06:00+00:00	2022-05-31 21:55:00+00:00	2022-05-31 22:00:00+00:00	8.0	4	8.0	8.0	8.0	8.0	8.0	7.0	2022.0
2022-06-01	Washington Nationals	New York Mets	2022-06-01 17:11:00+00:00	2022-06-01 15:55:00+00:00	2022-06-01 16:00:00+00:00	9.0	4	9.0	8.5	9.0	9.0	9.0	5.0	2022.0
2022-06-02	Chicago White Sox	Toronto Blue Jays	2022-06-02 19:08:00+00:00	2022-06-02 18:55:00+00:00	2022-06-02 19:00:00+00:00	8.0	4	8.0	8.0	8.0	8.0	8.0	11.0	2022.0
2022-06-02	Los Angeles Angels	New York Yankees	2022-06-02 23:05:00+00:00	2022-06-02 21:55:00+00:00	2022-06-02 22:00:00+00:00	8.5	3	8.5	8.5	7.5	8.5	8.5	7.0	2022.0
2022-06-02	Milwaukee Brewers	Chicago Cubs	2022-06-02 00:05:00+00:00	2022-06-01 21:55:00+00:00	2022-06-01 22:00:00+00:00	8.0	4	8.0	8.0	8.5	8.0	8.0		
2022-06-02	Minnesota Twins	Detroit Tigers	2022-06-02 17:11:00+00:00	2022-06-02 15:55:00+00:00	2022-06-02 16:00:00+00:00	8.75	4	8.75	8.5	9.0	8.5	9.0	5.0	2022.0
2022-06-02	Pittsburgh Pirates	Los Angeles Dodgers	2022-06-02 00:11:00+00:00	2022-06-01 21:55:00+00:00	2022-06-01 22:00:00+00:00	9.0	4	9.0	9.0	9.0	9.0	9.0		
2022-06-02	San Diego Padres	Milwaukee Brewers	2022-06-02 23:41:00+00:00	2022-06-02 21:55:00+00:00	2022-06-02 22:00:00+00:00	8.5	4	8.5	8.5	8.5	8.5	8.5	9.0	2022.0
2022-06-02	San Francisco Giants	Miami Marlins	2022-06-02 22:41:00+00:00	2022-06-02 21:55:00+00:00	2022-06-02 22:00:00+00:00	7.0	4	7.0	6.5	7.0	7.0	7.0	3.0	2022.0
2022-06-02	Seattle Mariners	Baltimore Orioles	2022-06-02 23:06:00+00:00	2022-06-02 21:55:00+00:00	2022-06-02 22:00:00+00:00	9.5	4	9.5	9.5	9.5	9.5	9.5	13.0	2022.0
2022-06-02	Tampa Bay Rays	Texas Rangers	2022-06-02 00:06:00+00:00	2022-06-01 21:55:00+00:00	2022-06-01 22:00:00+00:00	7.5	4	7.5	7.0	7.5	7.5	7.5	4.0	2022.0
2022-06-02	Washington Nationals	Cincinnati Reds	2022-06-02 22:41:00+00:00	2022-06-02 21:55:00+00:00	2022-06-02 22:00:00+00:00	9.5	4	9.5	9.5	9.5	10.0	9.5	9.0	2022.0
2022-06-03	Arizona Diamondbacks	Pittsburgh Pirates	2022-06-03 23:06:00+00:00	2022-06-03 21:55:00+00:00	2022-06-03 22:00:00+00:00	8.25	4	8.25	8.0	8.5	8.0	8.5	14.0	2022.0
2022-06-03	Atlanta Braves	Colorado Rockies	2022-06-03 00:41:00+00:00	2022-06-02 21:55:00+00:00	2022-06-02 22:00:00+00:00	11.5	4	11.5	11.5	11.5	12.0	11.5	4.0	2022.0
2022-06-03	Chicago White Sox	Tampa Bay Rays	2022-06-03 23:11:00+00:00	2022-06-03 21:55:00+00:00	2022-06-03 22:00:00+00:00	7.0	4	7.0	7.5	7.0	7.0	7.0	9.0	2022.0
2022-06-03	Cleveland Guardians	Baltimore Orioles	2022-06-03 23:06:00+00:00	2022-06-03 21:55:00+00:00	2022-06-03 22:00:00+00:00	8.0	4	8.0	8.0	8.0	8.0	8.0	9.0	2022.0
2022-06-03	Detroit Tigers	New York Yankees	2022-06-03 23:06:00+00:00	2022-06-03 21:55:00+00:00	2022-06-03 22:00:00+00:00	7.5	4	7.5	7.5	7.5	7.5	7.5	13.0	2022.0
2022-06-03	Los Angeles Angels	Philadelphia Phillies	2022-06-03 23:05:00+00:00	2022-06-03 21:55:00+00:00	2022-06-03 22:00:00+00:00	9.0	4	9.0	9.0	9.0	9.0	9.0	10.0	2022.0
2022-06-03	Minnesota Twins	Toronto Blue Jays	2022-06-03 23:08:00+00:00	2022-06-03 21:55:00+00:00	2022-06-03 22:00:00+00:00	9.5	4	9.5	9.5	9.5	9.0	9.5	12.0	2022.0
2022-06-03	New York Mets	Los Angeles Dodgers	2022-06-03 02:11:00+00:00	2022-06-03 00:55:00+00:00	2022-06-03 01:00:00+00:00	8.5	4	8.5	8.5	8.5	8.5	8.5	7.0	2022.0
2022-06-03	San Francisco Giants	Miami Marlins	2022-06-03 22:41:00+00:00	2022-06-03 21:55:00+00:00	2022-06-03 22:00:00+00:00	8.0	4	8.0	8.0	8.0	8.0	8.0	21.0	2022.0
2022-06-03	St. Louis Cardinals	Chicago Cubs	2022-06-03 00:06:00+00:00	2022-06-02 21:55:00+00:00	2022-06-02 22:00:00+00:00	8.5	3	8.5	8.5	8.5	8.5	8.5	19.0	2022.0
2022-06-03	Washington Nationals	Cincinnati Reds	2022-06-03 22:41:00+00:00	2022-06-03 21:55:00+00:00	2022-06-03 22:00:00+00:00	10.0	4	10.0	10.0	9.5	10.0	10.0	13.0	2022.0
2022-06-04	Arizona Diamondbacks	Pittsburgh Pirates	2022-06-04 20:06:00+00:00	2022-06-04 18:55:00+00:00	2022-06-04 19:00:00+00:00	8.5	4	8.5	8.0	8.5	8.5	8.5	3.0	2022.0
2022-06-04	Atlanta Braves	Colorado Rockies	2022-06-04 00:41:00+00:00	2022-06-03 21:55:00+00:00	2022-06-03 22:00:00+00:00	11.0	4	11.0	11.0	11.0	11.0	11.0	8.0	2022.0
2022-06-04	Boston Red Sox	Oakland Athletics	2022-06-04 01:41:00+00:00	2022-06-04 00:55:00+00:00	2022-06-04 01:00:00+00:00	7.0	4	7.0	7.0	7.0	7.0	7.0	8.0	2022.0
2022-06-04	Chicago White Sox	Tampa Bay Rays	2022-06-04 20:11:00+00:00	2022-06-04 18:55:00+00:00	2022-06-04 19:00:00+00:00	7.0	4	7.0	7.0	7.0	7.0	7.0	5.0	2022.0
2022-06-04	Cleveland Guardians	Baltimore Orioles	2022-06-04 20:06:00+00:00	2022-06-04 18:55:00+00:00	2022-06-04 19:00:00+00:00	8.0	4	8.0	8.0	8.0	8.0	8.0	9.0	2022.0
2022-06-04	Detroit Tigers	New York Yankees	2022-06-04 17:06:00+00:00	2022-06-04 15:55:00+00:00	2022-06-04 16:00:00+00:00	8.75	4	8.75	8.5	9.0	8.5	9.0	3.0	2022.0
2022-06-04	Houston Astros	Kansas City Royals	2022-06-04 20:11:00+00:00	2022-06-04 18:55:00+00:00	2022-06-04 19:00:00+00:00	9.5	4	9.5	9.5	9.5	9.5	9.5	6.0	2022.0
2022-06-04	Los Angeles Angels	Philadelphia Phillies	2022-06-04 23:16:00+00:00	2022-06-04 21:55:00+00:00	2022-06-04 22:00:00+00:00	8.5	4	8.5	8.5	8.0	8.5	8.5	9.0	2022.0
2022-06-04	Minnesota Twins	Toronto Blue Jays	2022-06-04 19:08:00+00:00	2022-06-04 18:55:00+00:00	2022-06-04 19:00:00+00:00	8.5	4	8.5	8.5	8.5	8.5	8.5	15.0	2022.0
2022-06-04	New York Mets	Los Angeles Dodgers	2022-06-04 02:11:00+00:00	2022-06-04 00:55:00+00:00	2022-06-04 01:00:00+00:00	8.0	4	8.0	8.0	8.0	8.0	8.0	13.0	2022.0
