game_id	date	hp_umpire	total_runs
634642	2021-04-01	Mark Carlson	5.0
634645	2021-04-01	Greg Gibson	5.0
634638	2021-04-01	Kerwin Danley	11.0
634634	2021-04-01	Mark Wegner	8.0
634622	2021-04-01	Bill Miller	5.0
634615	2021-04-01	Bill Welke	13.0
634618	2021-04-01	Ted Barrett	15.0
634636	2021-04-01	Jim Reynolds	17.0
634630	2021-04-01	Jerry Meals	24.0
634652	2021-04-01	Jerry Layne	1.0
634655	2021-04-01	Larry Vanover	7.0
634640	2021-04-01	Brian Gorman	9.0
634625	2021-04-01	Jeff Nelson	15.0
634627	2021-04-02	Joe West	3.0
634602	2021-04-02	Hunter Wendelstedt	10.0
634578	2021-04-02	Laz Diaz	9.0
634653	2021-04-02	Chris Conroy	17.0
634605	2021-04-02	Adrian Johnson	14.0
634576	2021-04-02	Angel Hernandez	6.0
634631	2021-04-02	Marvin Hudson	20.0
634629	2021-04-03	Dan Bellino	10.0
634644	2021-04-03	James Hoye	8.0
634577	2021-04-03	Ron Kulpa	6.0
634573	2021-04-03	Lance Barksdale	7.0
634604	2021-04-03	Ed Hickox	15.0
634643	2021-04-03	Chris Guccione	6.0
634580	2021-04-03	Doug Eddings	4.0
634596	2021-04-03	Mike Estabrook	19.0
634575	2021-04-03	CB Bucknor	2.0
634633	2021-04-03	Pat Hoberg	11.0
634623	2021-04-03	Stu Scheurwater	7.0
634646	2021-04-03	David Rackley	8.0
634639	2021-04-03	Tripp Gibson	4.0
634654	2021-04-03	Tony Randazzo	15.0
634617	2021-04-04	Brian Knight	3.0
634611	2021-04-04	Ryan Additon	12.0
634593	2021-04-04	Vic Carapazza	10.0
634607	2021-04-04	Jordan Baker	4.0
634560	2021-04-04	Todd Tichenor	13.0
634610	2021-04-04	Bruce Dreckman	14.0
634597	2021-04-04	Chad Fairchild	10.0
634613	2021-04-04	Ramon De Jesus	7.0
634572	2021-04-04	Jose Navas	4.0
634637	2021-04-04	Edwin Moscoso	11.0
634557	2021-04-04	Ben May	6.0
634651	2021-04-04	Sean Barber	11.0
634606	2021-04-05	Brian O'Nora	8.0
634562	2021-04-05	Quinn Wolcott	5.0
634588	2021-04-05	Adam Hamari	21.0
634612	2021-04-05	Jansen Visconti	8.0
634587	2021-04-05	Sam Holbrook	7.0
634616	2021-04-05	Chad Whitson	3.0
634601	2021-04-05	Dan Iassogna	13.0
634552	2021-04-05	Ted Barrett	13.0
634600	2021-04-05	Brian Gorman	13.0
634591	2021-04-05	Larry Vanover	5.0
634551	2021-04-05	Manny Gonzalez	6.0
634566	2021-04-05	Alan Porter	8.0
634558	2021-04-05	Will Little	8.0
634608	2021-04-06	D.J. Reyburn	12.0
634594	2021-04-06	Jerry Layne	6.0
634603	2021-04-06	Kerwin Danley	7.0
634624	2021-04-06	Alfonso Márquez	11.0
634586	2021-04-06	Angel Hernandez	6.0
634599	2021-04-06	Marty Foster	9.0
634530	2021-04-06	Greg Gibson	15.0
634559	2021-04-06	Mark Wegner	4.0
634619	2021-04-06	Bill Welke	18.0
634628	2021-04-06	Adrian Johnson	6.0
634529	2021-04-06	Marvin Hudson	4.0
634609	2021-04-06	Jeff Nelson	14.0
634590	2021-04-06	Andy Fletcher	11.0
634635	2021-04-06	Jerry Meals	11.0
634549	2021-04-07	Chris Guccione	6.0
634527	2021-04-07	Lance Barrett	13.0
634595	2021-04-07	Brennan Miller	2.0
634570	2021-04-07	Lance Barksdale	15.0
634589	2021-04-07	Jim Reynolds	6.0
634641	2021-04-07	Scott Barry	11.0
634598	2021-04-07	CB Bucknor	5.0
634567	2021-04-07	Dan Bellino	7.0
634626	2021-04-07	Ryan Blakney	10.0
634563	2021-04-07	Rob Drake	5.0
634592	2021-04-07	Nick Mahrley	12.0
634585	2021-04-07	Tim Timmons	7.0
634539	2021-04-07	Jim Wolf	7.0
634542	2021-04-07	Chris Conroy	8.0
634583	2021-04-07	Ed Hickox	3.0
634544	2021-04-08	Jeremie Rehak	10.0
634584	2021-04-08	Ron Kulpa	5.0
634555	2021-04-08	Ryan Additon	6.0
634545	2021-04-08	Erich Bacchus	12.0
634564	2021-04-08	Pat Hoberg	10.0
634568	2021-04-08	Roberto Ortiz	4.0
634546	2021-04-08	Stu Scheurwater	8.0
634550	2021-04-08	Laz Diaz	12.0
634565	2021-04-08	Tony Randazzo	6.0
634512	2021-04-09	Quinn Wolcott	8.0
634499	2021-04-09	Mike Muchlinski	15.0
634533	2021-04-09	Sean Barber	1.0
634534	2021-04-09	Carlos Torres	9.0
634494	2021-04-09	Ben May	4.0
634478	2021-04-09	Vic Carapazza	3.0
634537	2021-04-09	Jose Navas	8.0
634540	2021-04-09	Edwin Moscoso	11.0
634505	2021-04-09	Chad Fairchild	5.0
632202	2021-04-10	Ted Barrett	10.0
632218	2021-04-10	Kerwin Danley	14.0
632201	2021-04-10	Brian O'Nora	3.0
632217	2021-04-10	Sam Holbrook	4.0
632205	2021-04-10	Adam Hamari	7.0
632169	2021-04-10	John Libka	7.0
632222	2021-04-10	Alan Porter	14.0
632195	2021-04-10	Will Little	10.0
632227	2021-04-10	Jerry Layne	16.0
634524	2021-04-10	Alfonso Márquez	9.0
634484	2021-04-10	Larry Vanover	11.0
632191	2021-04-10	Brian Gorman	14.0
634491	2021-04-10	Dan Iassogna	10.0
632193	2021-04-10	Jansen Visconti	11.0
632170	2021-04-11	Todd Tichenor	7.0
632200	2021-04-11	Andy Fletcher	23.0
632225	2021-04-11	Greg Gibson	8.0
632228	2021-04-11	Ryan Wills	7.0
632192	2021-04-11	Tim Timmons	11.0
632232	2021-04-11	Marty Foster	12.0
632196	2021-04-11	Mark Wegner	12.0
632233	2021-04-11	Brennan Miller	2.0
632188	2021-04-11	Chris Conroy	4.0
632209	2021-04-11	Marvin Hudson	7.0
632214	2021-04-11	Adrian Johnson	3.0
632207	2021-04-11	Lance Barrett	13.0
632215	2021-04-11	Manny Gonzalez	14.0
632219	2021-04-12	Tim Timmons	8.0
632198	2021-04-12	Jerry Meals	8.0
632221	2021-04-12	Jeff Nelson	9.0
632204	2021-04-12	Jim Wolf	1.0
632231	2021-04-12	David Rackley	14.0
632203	2021-04-12	Hunter Wendelstedt	4.0
632197	2021-04-12	Chris Guccione	13.0
632216	2021-04-12	Gabe Morales	7.0
634648	2021-04-12	Pat Hoberg	3.0
632220	2021-04-12	Angel Hernandez	8.0
632230	2021-04-12	Dan Bellino	7.0
634569	2021-04-13	Erich Bacchus	10.0
632190	2021-04-13	Mark Carlson	6.0
632206	2021-04-13	James Hoye	12.0
632213	2021-04-13	Ryan Blakney	7.0
632224	2021-04-13	Ron Kulpa	13.0
632189	2021-04-13	Joe West	7.0
632226	2021-04-13	Nic Lentz	4.0
632211	2021-04-13	Carlos Torres	22.0
634535	2021-04-13	Vic Carapazza	12.0
632194	2021-04-13	Mike Estabrook	5.0
634502	2021-04-13	Lance Barksdale	17.0
632229	2021-04-13	Stu Scheurwater	10.0
632210	2021-04-13	Alan Porter	5.0
632199	2021-04-13	Bill Miller	2.0
634510	2021-04-13	Ben May	13.0
632212	2021-04-13	Tom Hallion	7.0
634489	2021-04-13	Shane Livensparger	11.0
632223	2021-04-14	Adam Beck	8.0
634513	2021-04-14	Tripp Gibson	9.0
634541	2021-04-14	Sean Barber	6.0
634553	2021-04-14	Laz Diaz	7.0
634582	2021-04-14	Bill Welke	3.0
634495	2021-04-14	D.J. Reyburn	7.0
634574	2021-04-14	Chris Segal	5.0
634528	2021-04-14	Jeremy Riggs	6.0
634614	2021-04-14	Phil Cuzzi	6.0
634496	2021-04-14	Sam Holbrook	6.0
634581	2021-04-14	Alfonso Márquez	11.0
634516	2021-04-14	Doug Eddings	8.0
634521	2021-04-14	Jose Navas	10.0
634523	2021-04-14	Jansen Visconti	6.0
634554	2021-04-15	Jordan Baker	7.0
634579	2021-04-15	Lance Barrett	13.0
634621	2021-04-15	Brennan Miller	11.0
634571	2021-04-15	Brian O'Nora	6.0
634472	2021-04-15	Ryan Wills	3.0
634481	2021-04-15	Edwin Moscoso	17.0
634522	2021-04-15	Marty Foster	10.0
634475	2021-04-15	Roberto Ortiz	12.0
634632	2021-04-15	Ted Barrett	12.0
634547	2021-04-15	Cory Blaser	12.0
634501	2021-04-15	Brian Knight	6.0
634482	2021-04-16	Chris Conroy	13.0
634548	2021-04-16	Nick Mahrley	7.0
634519	2021-04-16	Tim Timmons	5.0
634474	2021-04-16	Brian Gorman	11.0
634469	2021-04-16	Larry Vanover	1.0
634464	2021-04-16	Jerry Layne	10.0
634526	2021-04-16	Mark Carlson	13.0
634525	2021-04-16	Angel Hernandez	3.0
634463	2021-04-16	Jim Wolf	7.0
634531	2021-04-16	Mark Ripperger	17.0
634517	2021-04-16	Ryan Blakney	11.0
634483	2021-04-16	Ed Hickox	7.0
634479	2021-04-17	Stu Scheurwater	7.0
634507	2021-04-17	David Rackley	8.0
634500	2021-04-17	Hunter Wendelstedt	9.0
634477	2021-04-17	Chris Guccione	6.0
634520	2021-04-17	Alan Porter	5.0
634462	2021-04-17	Jeff Nelson	17.0
634470	2021-04-17	Dan Bellino	13.0
634471	2021-04-17	Gabe Morales	11.0
634485	2021-04-17	Bruce Dreckman	7.0
634561	2021-04-17	Nic Lentz	9.0
634450	2021-04-17	Carlos Torres	13.0
634543	2021-04-17	Shane Livensparger	7.0
634473	2021-04-17	Jerry Meals	8.0
634449	2021-04-17	Tom Hallion	2.0
634447	2021-04-17	Ron Kulpa	1.0
634460	2021-04-17	Pat Hoberg	5.0
634518	2021-04-18	Doug Eddings	6.0
634442	2021-04-18	D.J. Reyburn	2.0
634493	2021-04-18	James Hoye	7.0
634498	2021-04-18	Lance Barksdale	2.0
634458	2021-04-18	Erich Bacchus	6.0
634532	2021-04-18	Bill Miller	5.0
634425	2021-04-18	Alfonso Márquez	1.0
634488	2021-04-18	Phil Cuzzi	7.0
634455	2021-04-18	Vic Carapazza	11.0
634468	2021-04-18	Joe West	3.0
634480	2021-04-18	Jose Navas	5.0
634538	2021-04-18	Brian O'Nora	9.0
634506	2021-04-18	Mike Estabrook	17.0
634511	2021-04-18	Sam Holbrook	1.0
634487	2021-04-18	Ben May	9.0
634457	2021-04-19	CB Bucknor	2.0
634445	2021-04-19	Brian Knight	15.0
634431	2021-04-19	Edwin Moscoso	17.0
634396	2021-04-19	Roberto Ortiz	5.0
634421	2021-04-19	Chad Whitson	7.0
634399	2021-04-19	Cory Blaser	4.0
634536	2021-04-19	Chris Segal	10.0
634408	2021-04-20	Jansen Visconti	9.0
634509	2021-04-20	Larry Vanover	5.0
634397	2021-04-20	Rob Drake	13.0
634490	2021-04-20	Jeremie Rehak	7.0
634466	2021-04-20	Scott Barry	1.0
634422	2021-04-20	Laz Diaz	4.0
634427	2021-04-20	Mike Muchlinski	12.0
634417	2021-04-20	Jim Reynolds	1.0
634439	2021-04-20	Chad Fairchild	17.0
634411	2021-04-20	John Libka	4.0
634407	2021-04-20	Ramon De Jesus	21.0
634406	2021-04-20	Ryan Wills	8.0
634398	2021-04-20	Brennan Miller	8.0
634392	2021-04-20	Mark Ripperger	6.0
634409	2021-04-20	Gabe Morales	6.0
634405	2021-04-21	David Rackley	1.0
634428	2021-04-21	Adam Hamari	11.0
634497	2021-04-21	Marty Foster	3.0
634390	2021-04-21	Pat Hoberg	5.0
634423	2021-04-21	Chris Conroy	7.0
634424	2021-04-21	Ryan Blakney	9.0
634440	2021-04-21	Dan Iassogna	25.0
634476	2021-04-21	Tom Hallion	6.0
634430	2021-04-21	Jordan Baker	11.0
634504	2021-04-21	Manny Gonzalez	5.0
634459	2021-04-21	Doug Eddings	9.0
634453	2021-04-21	Bruce Dreckman	20.0
634446	2021-04-21	Mark Wegner	17.0
634444	2021-04-21	Jeremy Riggs	13.0
634514	2021-04-22	Jerry Meals	25.0
634436	2021-04-22	Will Little	9.0
634492	2021-04-22	Bill Welke	6.0
634508	2021-04-22	Bill Miller	10.0
634438	2021-04-22	Ron Kulpa	10.0
634432	2021-04-22	Jim Wolf	3.0
634420	2021-04-22	Tony Randazzo	5.0
634419	2021-04-22	Nic Lentz	7.0
634413	2021-04-23	Chris Guccione	8.0
634437	2021-04-23	Andy Fletcher	8.0
634426	2021-04-23	Phil Cuzzi	17.0
634389	2021-04-23	Nick Mahrley	4.0
634412	2021-04-23	Ben May	8.0
634429	2021-04-23	Marvin Hudson	6.0
634386	2021-04-23	Brian Knight	11.0
634415	2021-04-23	Vic Carapazza	9.0
634434	2021-04-23	Jose Navas	2.0
634370	2021-04-23	Todd Tichenor	7.0
634378	2021-04-23	Joe West	9.0
634401	2021-04-23	Kerwin Danley	9.0
634369	2021-04-23	Shane Livensparger	8.0
634383	2021-04-23	Brian O'Nora	9.0
634435	2021-04-23	Mark Carlson	16.0
634395	2021-04-24	John Libka	2.0
634467	2021-04-24	Jeremie Rehak	8.0
634416	2021-04-24	Cory Blaser	7.0
634373	2021-04-24	Erich Bacchus	10.0
634375	2021-04-24	Pat Hoberg	3.0
634366	2021-04-24	Ryan Wills	18.0
634443	2021-04-24	Edwin Moscoso	8.0
634384	2021-04-24	Chris Segal	3.0
634358	2021-04-24	Roberto Ortiz	8.0
634486	2021-04-24	Greg Gibson	3.0
634367	2021-04-24	Mike Estabrook	9.0
634418	2021-04-24	CB Bucknor	12.0
634503	2021-04-24	Mike Muchlinski	7.0
634361	2021-04-24	Chad Whitson	9.0
634380	2021-04-25	Jeremy Riggs	7.0
634454	2021-04-25	Laz Diaz	9.0
634344	2021-04-25	Doug Eddings	4.0
634355	2021-04-25	Gabe Morales	8.0
634376	2021-04-25	Ramon De Jesus	1.0
634372	2021-04-25	Rob Drake	10.0
634404	2021-04-25	Jansen Visconti	5.0
634448	2021-04-25	Chris Conroy	4.0
634349	2021-04-25	Scott Barry	8.0
634393	2021-04-25	Brennan Miller	12.0
634456	2021-04-25	Bruce Dreckman	7.0
634400	2021-04-25	Mark Ripperger	6.0
634388	2021-04-25	Ryan Additon	14.0
634342	2021-04-25	Marty Foster	7.0
634356	2021-04-25	Jim Reynolds	15.0
634403	2021-04-25	Ryan Blakney	6.0
634402	2021-04-26	Jerry Meals	15.0
634451	2021-04-26	Bill Welke	5.0
634394	2021-04-26	Tom Hallion	8.0
634433	2021-04-26	Will Little	6.0
634343	2021-04-26	Sean Barber	3.0
634461	2021-04-26	Sam Holbrook	8.0
634377	2021-04-26	D.J. Reyburn	13.0
634382	2021-04-26	Lance Barrett	7.0
634363	2021-04-26	Ted Barrett	8.0
634345	2021-04-26	James Hoye	3.0
634374	2021-04-26	Adam Hamari	12.0
634368	2021-04-27	Chad Fairchild	7.0
634351	2021-04-27	Vic Carapazza	5.0
634331	2021-04-27	Andy Fletcher	3.0
634387	2021-04-27	Greg Gibson	6.0
634335	2021-04-27	Mark Wegner	14.0
634410	2021-04-27	Quinn Wolcott	3.0
634318	2021-04-27	Jordan Baker	7.0
634339	2021-04-27	Phil Cuzzi	11.0
634359	2021-04-27	Ron Kulpa	7.0
634379	2021-04-27	Angel Hernandez	11.0
634354	2021-04-27	Kerwin Danley	12.0
634320	2021-04-27	Shane Livensparger	9.0
634332	2021-04-27	Ben May	7.0
634333	2021-04-27	Tim Timmons	2.0
634364	2021-04-27	Tony Randazzo	6.0
634348	2021-04-28	Alan Porter	10.0
634371	2021-04-28	Cory Blaser	12.0
634317	2021-04-28	Mike Muchlinski	8.0
634365	2021-04-28	Lance Barksdale	8.0
634315	2021-04-28	Jose Navas	15.0
634310	2021-04-28	Jerry Layne	1.0
634362	2021-04-28	Junior Valentine	7.0
634314	2021-04-28	Chris Segal	8.0
634350	2021-04-28	Brian O'Nora	7.0
634360	2021-04-28	Kyle McCrady	12.0
634322	2021-04-28	Todd Tichenor	15.0
634309	2021-04-28	CB Bucknor	10.0
634308	2021-04-28	Brian Gorman	2.0
634414	2021-04-28	Paul Clemons	10.0
634352	2021-04-29	Brennan Miller	7.0
634330	2021-04-29	Tripp Gibson	4.0
634300	2021-04-29	Rob Drake	7.0
634296	2021-04-29	Adrian Johnson	5.0
634353	2021-04-29	Alfonso Márquez	1.0
634347	2021-04-29	Mike Estabrook	12.0
634346	2021-04-29	Stu Scheurwater	3.0
634289	2021-04-29	Ryan Wills	5.0
634385	2021-04-29	Chad Whitson	8.0
634357	2021-04-29	Chris Conroy	11.0
634325	2021-04-30	James Hoye	10.0
634280	2021-04-30	Jerry Meals	18.0
634336	2021-04-30	Jeremie Rehak	3.0
634274	2021-04-30	Roberto Ortiz	3.0
634327	2021-04-30	Dan Merzel	10.0
634305	2021-04-30	Marty Foster	14.0
634287	2021-04-30	Lance Barrett	11.0
634275	2021-04-30	Sean Barber	11.0
634288	2021-04-30	Bill Welke	8.0
634290	2021-04-30	Ted Barrett	4.0
634328	2021-04-30	Jim Reynolds	9.0
634381	2021-04-30	Will Little	5.0
634303	2021-04-30	Adam Hamari	5.0
634391	2021-04-30	Erich Bacchus	10.0
634337	2021-04-30	D.J. Reyburn	7.0
634273	2021-05-01	Sam Holbrook	5.0
634304	2021-05-01	Ramon De Jesus	9.0
634295	2021-05-01	Marvin Hudson	10.0
634329	2021-05-01	Tom Hallion	14.0
634326	2021-05-01	Ben May	10.0
634319	2021-05-01	Greg Gibson	12.0
634307	2021-05-01	Chad Fairchild	4.0
634284	2021-05-01	Jordan Baker	17.0
634276	2021-05-01	Scott Barry	9.0
634271	2021-05-01	Ron Kulpa	14.0
634338	2021-05-01	Angel Hernandez	11.0
634312	2021-05-01	Vic Carapazza	11.0
634286	2021-05-01	Tony Randazzo	20.0
634316	2021-05-01	Ryan Additon	8.0
634272	2021-05-01	Tim Timmons	15.0
634302	2021-05-02	Tripp Gibson	5.0
634260	2021-05-02	Chris Segal	3.0
634259	2021-05-02	Mark Wegner	4.0
634256	2021-05-02	Paul Clemons	9.0
634323	2021-05-02	Brian Gorman	9.0
634341	2021-05-02	Phil Cuzzi	17.0
634298	2021-05-02	Shane Livensparger	25.0
634311	2021-05-02	Quinn Wolcott	2.0
634268	2021-05-02	Brian O'Nora	8.0
634306	2021-05-02	Junior Valentine	12.0
634299	2021-05-02	John Libka	12.0
634340	2021-05-02	Carlos Torres	2.0
634301	2021-05-02	CB Bucknor	8.0
634257	2021-05-02	Andy Fletcher	15.0
634282	2021-05-02	Lance Barksdale	20.0
634258	2021-05-03	Dan Bellino	14.0
634244	2021-05-03	Hunter Wendelstedt	7.0
634285	2021-05-03	Cory Blaser	11.0
634292	2021-05-03	Mark Carlson	11.0
634334	2021-05-03	Adrian Johnson	10.0
634243	2021-05-03	Nic Lentz	2.0
634242	2021-05-03	Alfonso Márquez	8.0
634293	2021-05-03	Bill Miller	9.0
634297	2021-05-04	Jeff Nelson	7.0
634269	2021-05-04	Jose Navas	10.0
634246	2021-05-04	Chad Whitson	16.0
634254	2021-05-04	Jim Reynolds	14.0
634251	2021-05-04	Mike Muchlinski	9.0
634245	2021-05-04	Mike Estabrook	12.0
634321	2021-05-04	Stu Scheurwater	7.0
634264	2021-05-04	Ted Barrett	8.0
634229	2021-05-04	Erich Bacchus	9.0
634277	2021-05-04	Edwin Moscoso	10.0
634267	2021-05-04	Sean Barber	11.0
634278	2021-05-04	Doug Eddings	5.0
634313	2021-05-04	Joe West	3.0
634265	2021-05-04	Lance Barrett	7.0
634324	2021-05-04	Dan Merzel	11.0
634241	2021-05-04	Ryan Blakney	18.0
634217	2021-05-05	Jeremie Rehak	9.0
634270	2021-05-05	Sam Holbrook	1.0
634225	2021-05-05	Tony Randazzo	11.0
634220	2021-05-05	Tim Timmons	6.0
634250	2021-05-05	Brennan Miller	5.0
634239	2021-05-05	James Hoye	9.0
634249	2021-05-05	Jeremy Riggs	8.0
634266	2021-05-05	Manny Gonzalez	8.0
634248	2021-05-05	Brian Knight	13.0
634294	2021-05-05	Marvin Hudson	9.0
634228	2021-05-05	D.J. Reyburn	11.0
634230	2021-05-05	Ryan Wills	11.0
634279	2021-05-05	Mark Ripperger	4.0
634227	2021-05-05	Ryan Additon	6.0
634281	2021-05-05	Tripp Gibson	4.0
634226	2021-05-05	Angel Hernandez	9.0
634224	2021-05-06	Dan Iassogna	11.0
634283	2021-05-06	Quinn Wolcott	2.0
634255	2021-05-06	Ron Kulpa	21.0
634223	2021-05-06	Jordan Baker	5.0
634261	2021-05-06	Phil Cuzzi	7.0
634231	2021-05-06	Gabe Morales	14.0
634233	2021-05-06	David Rackley	4.0
634247	2021-05-06	Brian Gorman	11.0
634291	2021-05-06	Jansen Visconti	4.0
634232	2021-05-06	Nick Mahrley	5.0
634213	2021-05-07	Adrian Johnson	11.0
634216	2021-05-07	Mark Carlson	5.0
634209	2021-05-07	Brian O'Nora	8.0
634195	2021-05-07	Jerry Meals	7.0
634234	2021-05-07	Carlos Torres	15.0
634203	2021-05-07	Lance Barksdale	3.0
634252	2021-05-07	Pat Hoberg	9.0
634204	2021-05-07	Jim Wolf	10.0
634201	2021-05-07	Andy Fletcher	14.0
634219	2021-05-07	Hunter Wendelstedt	14.0
634235	2021-05-07	Dan Bellino	3.0
634200	2021-05-07	John Libka	5.0
634263	2021-05-07	Bill Miller	3.0
634240	2021-05-07	Bruce Dreckman	9.0
634253	2021-05-07	Cory Blaser	9.0
634212	2021-05-08	Brennan Miller	5.0
634178	2021-05-08	Nic Lentz	8.0
634165	2021-05-08	Chad Whitson	17.0
634215	2021-05-08	Mike Estabrook	8.0
634236	2021-05-08	Doug Eddings	9.0
634221	2021-05-08	Alfonso Márquez	7.0
634214	2021-05-08	Shane Livensparger	10.0
634171	2021-05-08	Erich Bacchus	17.0
634196	2021-05-08	Ryan Blakney	17.0
634187	2021-05-08	Ted Barrett	11.0
634190	2021-05-08	Jeff Nelson	6.0
634193	2021-05-08	Jose Navas	12.0
634197	2021-05-08	Edwin Moscoso	10.0
634199	2021-05-08	Dan Merzel	15.0
634262	2021-05-08	Sean Barber	25.0
634194	2021-05-09	Jim Reynolds	2.0
634177	2021-05-09	D.J. Reyburn	7.0
634184	2021-05-09	Manny Gonzalez	6.0
634207	2021-05-09	Jeremy Riggs	3.0
634192	2021-05-09	Jeremie Rehak	11.0
634167	2021-05-09	Angel Hernandez	12.0
634205	2021-05-09	Tripp Gibson	3.0
634237	2021-05-09	James Hoye	11.0
634185	2021-05-09	Joe West	12.0
634211	2021-05-09	Brian Knight	7.0
634175	2021-05-09	Marvin Hudson	7.0
634182	2021-05-09	Phil Cuzzi	12.0
634218	2021-05-09	Lance Barrett	5.0
634176	2021-05-10	Ron Kulpa	5.0
634181	2021-05-10	Alan Porter	9.0
634152	2021-05-10	Chris Conroy	15.0
634153	2021-05-10	Mark Ripperger	4.0
634157	2021-05-10	Adam Hamari	7.0
634164	2021-05-11	Cory Blaser	6.0
634174	2021-05-11	Pat Hoberg	9.0
634179	2021-05-11	Larry Vanover	15.0
634144	2021-05-11	Laz Diaz	8.0
634202	2021-05-11	Ryan Blakney	5.0
634189	2021-05-11	Stu Scheurwater	5.0
634170	2021-05-11	Tim Timmons	5.0
634149	2021-05-11	Bruce Dreckman	9.0
634169	2021-05-11	Gabe Morales	4.0
634159	2021-05-11	Tony Randazzo	7.0
634156	2021-05-11	Mark Wegner	6.0
634147	2021-05-11	Chris Segal	12.0
634142	2021-05-11	Greg Gibson	10.0
634180	2021-05-11	Chad Fairchild	14.0
634163	2021-05-11	Dan Iassogna	8.0
634186	2021-05-12	Dan Bellino	6.0
634208	2021-05-12	Nic Lentz	8.0
634155	2021-05-12	Ryan Additon	5.0
634137	2021-05-12	Ben May	6.0
634128	2021-05-12	Carlos Torres	8.0
634129	2021-05-12	Lance Barksdale	3.0
634151	2021-05-12	Nick Mahrley	7.0
634198	2021-05-12	John Libka	5.0
634154	2021-05-12	Ryan Wills	5.0
634238	2021-05-12	Andy Fletcher	5.0
634172	2021-05-12	Chris Guccione	10.0
634160	2021-05-12	Sean Barber	21.0
634183	2021-05-12	CB Bucknor	5.0
634140	2021-05-12	Rob Drake	8.0
634210	2021-05-12	Bill Miller	1.0
634113	2021-05-13	Erich Bacchus	4.0
634114	2021-05-13	Scott Barry	12.0
634103	2021-05-13	Jeff Nelson	6.0
634117	2021-05-13	Edwin Moscoso	7.0
634158	2021-05-13	Todd Tichenor	2.0
634125	2021-05-13	Mark Carlson	6.0
634126	2021-05-13	Doug Eddings	10.0
634141	2021-05-13	Ramon De Jesus	7.0
634191	2021-05-13	Joe West	21.0
634136	2021-05-13	Lew Williams	6.0
634135	2021-05-13	Ted Barrett	6.0
634150	2021-05-13	D.J. Reyburn	9.0
634206	2021-05-14	John Tumpane	6.0
634656	2021-05-14	Dan Bellino	8.0
634119	2021-05-14	Mike Estabrook	6.0
634166	2021-05-14	David Rackley	4.0
634108	2021-05-14	Tom Hallion	5.0
634146	2021-05-14	Alfonso Márquez	9.0
634138	2021-05-14	Ron Kulpa	7.0
634093	2021-05-14	Brian Knight	5.0
634132	2021-05-14	Dan Merzel	9.0
634131	2021-05-14	Jim Reynolds	7.0
634118	2021-05-14	James Hoye	9.0
634121	2021-05-14	Bruce Dreckman	15.0
634162	2021-05-14	Manny Gonzalez	19.0
634110	2021-05-14	Angel Hernandez	10.0
634145	2021-05-14	Adam Hamari	15.0
634123	2021-05-14	Alan Porter	14.0
634161	2021-05-15	Mark Wegner	11.0
634127	2021-05-15	Larry Vanover	6.0
634095	2021-05-15	Ryan Blakney	9.0
634111	2021-05-15	Chris Conroy	17.0
634085	2021-05-15	Mark Ripperger	14.0
634104	2021-05-15	Roberto Ortiz	10.0
634105	2021-05-15	Gabe Morales	17.0
634080	2021-05-15	Tony Randazzo	9.0
634148	2021-05-15	Nic Lentz	11.0
634097	2021-05-15	Laz Diaz	15.0
634143	2021-05-15	Will Little	16.0
634084	2021-05-15	Stu Scheurwater	10.0
634096	2021-05-15	Chad Fairchild	7.0
634139	2021-05-15	Dan Iassogna	4.0
634106	2021-05-15	Chris Segal	6.0
634188	2021-05-16	John Libka	13.0
634083	2021-05-16	Pat Hoberg	6.0
634094	2021-05-16	Cory Blaser	5.0
634086	2021-05-16	Tim Timmons	16.0
634069	2021-05-16	Andy Fletcher	18.0
634100	2021-05-16	Ryan Wills	11.0
634068	2021-05-16	Chris Guccione	8.0
634090	2021-05-16	Greg Gibson	8.0
634124	2021-05-16	Edwin Moscoso	7.0
634134	2021-05-16	Jeremy Riggs	19.0
634098	2021-05-16	Ryan Additon	13.0
634130	2021-05-16	Nick Mahrley	3.0
634087	2021-05-16	Lance Barksdale	5.0
634122	2021-05-16	CB Bucknor	5.0
634071	2021-05-16	Bill Miller	8.0
634070	2021-05-17	Joe West	9.0
634063	2021-05-17	Marty Foster	4.0
634076	2021-05-17	Ben May	10.0
634077	2021-05-17	Todd Tichenor	20.0
634099	2021-05-17	Doug Eddings	7.0
634101	2021-05-17	Jordan Baker	11.0
634057	2021-05-17	Quinn Wolcott	7.0
634082	2021-05-17	Ted Barrett	5.0
634091	2021-05-17	Rob Drake	4.0
634073	2021-05-18	Jim Reynolds	9.0
634058	2021-05-18	Ron Kulpa	6.0
634075	2021-05-18	Ed Hickox	19.0
634051	2021-05-18	Scott Barry	11.0
634107	2021-05-18	Sam Holbrook	7.0
634052	2021-05-18	John Tumpane	9.0
634067	2021-05-18	Brian Knight	11.0
634133	2021-05-18	Alfonso Márquez	8.0
634043	2021-05-18	Brian Gorman	2.0
634102	2021-05-18	Adam Hamari	11.0
634050	2021-05-18	Ramon De Jesus	11.0
634092	2021-05-18	Dan Merzel	10.0
634065	2021-05-18	Hunter Wendelstedt	3.0
634115	2021-05-18	Angel Hernandez	5.0
634109	2021-05-18	Erich Bacchus	7.0
634053	2021-05-19	Chris Conroy	7.0
634031	2021-05-19	Tripp Gibson	3.0
634061	2021-05-19	Bruce Dreckman	4.0
