date	away_team	home_team	predicted_total	prediction_std	high_tail_prob_9p5	low_tail_prob_7p5	total_runs
2025-09-02	New York Mets	Detroit Tigers	8.665752558928078	4.2774987	0.39720843139789447	0.4512871453200943	17
2025-09-02	Toronto Blue Jays	Cincinnati Reds	8.253893246744145	4.3415623	0.3488443225970064	0.461905349198497	21
2025-09-02	Los Angeles Dodgers	Pittsburgh Pirates	8.006699233269066	4.3370023	0.3297796100725923	0.4487921902572281	16
2025-09-02	Seattle Mariners	Tampa Bay Rays	7.974378290546645	4.0813518	0.31339233223102436	0.48343644231907196	11
2025-09-02	Chicago White Sox	Minnesota Twins	11.254488862862592	5.0741687	0.5259241794018035	0.378665477934993	15
2025-09-02	Atlanta Braves	Chicago Cubs	8.652033942260422	4.1420465	0.3870693415751253	0.4307295510207779	7
2025-09-02	New York Yankees	Houston Astros	7.757528644577142	4.0084367	0.3134378224959169	0.48903405160061186	8
2025-09-02	Baltimore Orioles	San Diego Padres	8.350388155785078	4.1993785	0.36424132887027605	0.44490254015079805	8
2025-09-02	Texas Rangers	Arizona Diamondbacks	10.24730184841825	4.6278195	0.5136618708042389	0.3838590392505295	8
2025-09-02	San Francisco Giants	Colorado Rockies	10.686123192961094	4.9294987	0.5063547466663604	0.37142215460888217	11
2025-09-02	Los Angeles Angels	Kansas City Royals	8.483814193246454	4.0988927	0.3607468396773134	0.4436353215610153	6
2025-09-02	Athletics	St. Louis Cardinals	9.037834632835164	4.4602175	0.3998278051962648	0.4444976696406967	3
2025-09-03	Chicago White Sox	Minnesota Twins	8.57090578060181	4.523641	0.3294101089587007	0.4804766783153183	7
2025-09-03	Seattle Mariners	Tampa Bay Rays	8.34713134061882	3.9583	0.35875385109088764	0.45042531580082246	13
2025-09-03	Miami Marlins	Washington Nationals	10.879512580893497	5.3613915	0.5287463997272734	0.37798668235889743	15
2025-09-03	New York Mets	Detroit Tigers	8.662955700591764	4.2210693	0.3813069016089235	0.44460250825039216	8
2025-09-03	Texas Rangers	Arizona Diamondbacks	9.259460805818366	4.384712	0.42780487242839677	0.4239627668296463	2
2025-09-03	Baltimore Orioles	San Diego Padres	8.282089601884511	4.2588387	0.3664543658842836	0.45159325689426727	12
2025-09-03	Cleveland Guardians	Boston Red Sox	7.845064613817109	4.257974	0.316725084220389	0.4797826477920181	9
2025-09-03	Philadelphia Phillies	Milwaukee Brewers	8.348508976612914	4.2002826	0.36275220218799453	0.44624403804889984	9
2025-09-03	Los Angeles Angels	Kansas City Royals	8.568241035929816	3.9920468	0.3757950872530733	0.43222119897953337	7
2025-09-03	Atlanta Braves	Chicago Cubs	8.4033059019522	4.1511683	0.35703206959865436	0.44229790062061614	6
2025-09-03	Athletics	St. Louis Cardinals	8.93492149549429	4.2857447	0.3998278051962648	0.4230176815425522	6
2025-09-03	New York Yankees	Houston Astros	7.64994056321411	4.075815	0.3086515993227754	0.49264344662777254	15
2025-09-03	San Francisco Giants	Colorado Rockies	10.709306902080394	4.7893205	0.5166482423214203	0.36808207124821013	18
2025-09-03	Los Angeles Dodgers	Pittsburgh Pirates	8.831992470448027	4.213053	0.41075991693637715	0.4105337509547836	3
2025-09-03	Toronto Blue Jays	Cincinnati Reds	8.564141170757823	4.369124	0.3588862806906496	0.4707243272697098	22
